from,to,state,shore
pp_nav_00289,pp_nav_00293,improvable,False
pp_nav_00289,pp_nav_00295,barrier,False
pp_nav_00289,ozanna,navigable,True
pp_nav_00290,pp_nav_00311,navigable,False
pp_nav_00290,tis_reka,navigable,True
pp_nav_00290,nazimovo,navigable,True
pp_nav_00291,pp_nav_00297,improvable,False
pp_nav_00291,macha,improvable,True
pp_nav_00291,daban,improvable,True
pp_nav_00292,oreshek,improvable,True
pp_nav_00292,neva,improvable,True
pp_nav_00293,tyagacho,improvable,True
pp_nav_00293,ozanna,improvable,True
pp_nav_00294,ford_liard,improvable,True
pp_nav_00295,pp_nav_00305,barrier,False
pp_nav_00295,ozanna,barrier,True
pp_nav_00296,pp_nav_00314,navigable,False
pp_nav_00296,solikamsk,navigable,True
pp_nav_00296,usolye,navigable,True
pp_nav_00296,cherdyn,navigable,True
pp_nav_00297,macha,navigable,True
pp_nav_00298,tethul,navigable,True
pp_nav_00299,pp_nav_00306,navigable,False
pp_nav_00299,turtas,navigable,True
pp_nav_00299,yukonda,navigable,True
pp_nav_00299,irtysh,navigable,True
pp_nav_00300,pp_nav_00312,navigable,False
pp_nav_00300,upper_ob,navigable,True
pp_nav_00301,tis_reka,navigable,True
pp_nav_00301,nazimovo,navigable,True
pp_nav_00301,selo_yartsevo,navigable,True
pp_nav_00302,khamra,navigable,True
pp_nav_00302,pp_nav_00308,navigable,False
pp_nav_00302,peledui,navigable,True
pp_nav_00303,pp_nav_00319,improvable,False
pp_nav_00303,moss,improvable,True
pp_nav_00303,trogstad,improvable,True
pp_nav_00303,ski,improvable,True
pp_nav_00304,ford_liard,improvable,True
pp_nav_00305,pp_nav_00313,improvable,False
pp_nav_00305,ozanna,improvable,True
pp_nav_00305,tsay_iona,improvable,True
pp_nav_00306,turtas,navigable,True
pp_nav_00306,yukonda,navigable,True
pp_nav_00307,ford_liard,navigable,True
pp_nav_00308,pp_nav_00317,navigable,False
pp_nav_00308,pp_nav_00321,navigable,False
pp_nav_00308,peledui,navigable,True
pp_nav_00308,witym,navigable,True
pp_nav_00308,vitim,navigable,True
pp_nav_00309,pp_nav_00322,navigable,False
pp_nav_00309,akokpaq,navigable,True
pp_nav_00310,staraya_ladoga,navigable,True
pp_nav_00310,pp_nav_00329,navigable,False
pp_nav_00310,lyuban,navigable,True
pp_nav_00310,chudovo,navigable,True
pp_nav_00310,soltsy_kirishi,navigable,True
pp_nav_00311,pp_nav_00327,navigable,False
pp_nav_00311,tis_reka,navigable,True
pp_nav_00311,kiya,navigable,True
pp_nav_00312,upper_ob,navigable,True
pp_nav_00313,pp_nav_00316,navigable,False
pp_nav_00313,tsay_iona,navigable,True
pp_nav_00314,pp_nav_00324,navigable,False
pp_nav_00314,solikamsk,navigable,True
pp_nav_00314,usolye,navigable,True
pp_nav_00314,kizel,navigable,True
pp_nav_00315,upper_ob,navigable,True
pp_nav_00316,tsay_iona,navigable,True
pp_nav_00317,pp_nav_00334,navigable,False
pp_nav_00317,witym,navigable,True
pp_nav_00318,gunaaxoo,improvable,True
pp_nav_00318,yaakwdaat,improvable,True
pp_nav_00319,borg,navigable,True
pp_nav_00319,moss,navigable,True
pp_nav_00320,pp_nav_00332,navigable,False
pp_nav_00320,turtas,navigable,True
pp_nav_00321,pp_nav_00326,navigable,False
pp_nav_00321,vitim,navigable,True
pp_nav_00322,pp_nav_00328,navigable,False
pp_nav_00322,akokpaq,navigable,True
pp_nav_00322,aguyaq,navigable,True
pp_nav_00323,pp_nav_00331,navigable,False
pp_nav_00323,tethul,navigable,True
pp_nav_00323,kai_theli_ke_hot_inne,navigable,True
pp_nav_00324,yusva,navigable,True
pp_nav_00324,usolye,navigable,True
pp_nav_00324,dobryanka,navigable,True
pp_nav_00325,upper_ob,navigable,True
pp_nav_00326,pp_nav_00337,improvable,False
pp_nav_00326,vitim,navigable,True
pp_nav_00326,yukte,navigable,True
pp_nav_00327,kiya,navigable,True
pp_nav_00328,kvichak_bay,navigable,False
pp_nav_00328,igushiq,navigable,True
pp_nav_00328,aguyaq,navigable,True
pp_nav_00329,pp_nav_00345,navigable,False
pp_nav_00329,chudovo,navigable,True
pp_nav_00330,pp_nav_00339,improvable,False
pp_nav_00330,mikkwa,improvable,True
pp_nav_00330,kai_theli_ke_hot_inne,improvable,True
pp_nav_00331,kai_theli_ke_hot_inne,navigable,True
pp_nav_00332,pp_nav_00342,navigable,False
pp_nav_00332,turtas,navigable,True
pp_nav_00332,qashliq,navigable,True
pp_nav_00333,pp_nav_00340,navigable,False
pp_nav_00333,kiya,navigable,True
pp_nav_00333,yeniseysk,navigable,True
pp_nav_00333,kamensk,navigable,True
pp_nav_00334,witym,navigable,True
pp_nav_00335,pp_nav_00336,navigable,False
pp_nav_00335,pp_nav_00343,navigable,False
pp_nav_00335,kezhma,navigable,True
pp_nav_00336,kezhma,navigable,True
pp_nav_00337,pp_nav_00347,improvable,False
pp_nav_00337,yukte,improvable,True
pp_nav_00338,pp_nav_00356,navigable,False
pp_nav_00338,chyormoz,navigable,True
pp_nav_00338,yusva,navigable,True
pp_nav_00338,dobryanka,navigable,True
pp_nav_00339,pp_nav_00346,navigable,False
pp_nav_00339,mikkwa,navigable,True
pp_nav_00340,yeniseysk,navigable,True
pp_nav_00340,kamensk,navigable,True
pp_nav_00341,pp_nav_00368,improvable,False
pp_nav_00341,kezhma,navigable,True
pp_nav_00341,lower_angara,navigable,True
pp_nav_00342,pp_nav_00359,navigable,False
pp_nav_00342,qashliq,navigable,True
pp_nav_00343,kezhma,navigable,True
pp_nav_00343,upper_angara,navigable,True
pp_nav_00344,pp_nav_00348,navigable,False
pp_nav_00344,pp_nav_00350,navigable,False
pp_nav_00344,yarkino,navigable,True
pp_nav_00344,upper_angara,navigable,True
pp_nav_00345,novgorod,navigable,True
pp_nav_00345,chudovo,navigable,True
pp_nav_00345,golino,navigable,True
pp_nav_00346,pp_nav_00358,improvable,False
pp_nav_00346,mikkwa,navigable,True
pp_nav_00347,pp_nav_00349,navigable,False
pp_nav_00347,yukte,navigable,True
pp_nav_00347,nikolsky_pogost,navigable,True
pp_nav_00348,pp_nav_00363,barrier,False
pp_nav_00348,upper_angara,navigable,True
pp_nav_00349,pp_nav_00367,navigable,False
pp_nav_00349,nikolsky_pogost,navigable,True
pp_nav_00349,ichera,navigable,True
pp_nav_00350,pp_nav_00361,improvable,False
pp_nav_00350,yarkino,navigable,True
pp_nav_00351,pp_nav_00352,improvable,False
pp_nav_00351,pp_nav_00360,improvable,False
pp_nav_00351,kamenka,improvable,True
pp_nav_00352,pp_nav_00361,improvable,False
pp_nav_00352,kamenka,navigable,True
pp_nav_00353,pp_nav_00364,navigable,False
pp_nav_00353,kolpashevo,navigable,True
pp_nav_00354,pp_nav_00373,improvable,False
pp_nav_00354,yeniseysk,improvable,True
pp_nav_00354,kamensk,improvable,True
pp_nav_00355,alukpaluk_bay,improvable,False
pp_nav_00355,kangiqsualujjuaq,improvable,True
pp_nav_00356,nytva,navigable,True
pp_nav_00356,chyormoz,navigable,True
pp_nav_00356,dobryanka,navigable,True
pp_nav_00357,pp_nav_00365,navigable,False
pp_nav_00357,wabasca,navigable,True
pp_nav_00358,wabasca,improvable,True
pp_nav_00358,mikkwa,improvable,True
pp_nav_00359,pp_nav_00375,navigable,False
pp_nav_00359,pp_nav_00379,navigable,False
pp_nav_00359,qashliq,navigable,True
pp_nav_00359,tobolsk,navigable,True
pp_nav_00360,pp_nav_00376,navigable,False
pp_nav_00360,kamenka,navigable,True
pp_nav_00360,motygino,navigable,True
pp_nav_00361,kamenka,improvable,True
pp_nav_00361,yarkino,improvable,True
pp_nav_00362,pp_nav_00388,navigable,False
pp_nav_00362,athabasca,navigable,True
pp_nav_00363,upper_angara,barrier,True
pp_nav_00364,pp_nav_00380,navigable,False
pp_nav_00364,kolpashevo,navigable,True
pp_nav_00365,pp_nav_00371,navigable,False
pp_nav_00365,wabasca,navigable,True
pp_nav_00366,pp_nav_00381,navigable,False
pp_nav_00366,koksharov,navigable,True
pp_nav_00366,orlov,navigable,True
pp_nav_00366,verkhoshizhemye,navigable,True
pp_nav_00367,pp_nav_00369,improvable,False
pp_nav_00367,nikolsky_pogost,navigable,True
pp_nav_00367,ichera,navigable,True
pp_nav_00368,pp_nav_00409,improvable,False
pp_nav_00368,reka_tuba,improvable,True
pp_nav_00368,educhanka,improvable,True
pp_nav_00368,lower_angara,improvable,True
pp_nav_00369,pp_nav_00395,improvable,False
pp_nav_00369,nikolsky_pogost,improvable,True
pp_nav_00370,pp_nav_00389,barrier,False
pp_nav_00370,kyakhtinskii,barrier,True
pp_nav_00370,kamniga,barrier,True
pp_nav_00371,wabasca,navigable,True
pp_nav_00372,pp_nav_00405,improvable,False
pp_nav_00372,kangiqsualujjuaq,navigable,True
pp_nav_00372,imaapik,navigable,True
pp_nav_00373,pp_nav_00374,improvable,False
pp_nav_00373,pp_nav_00386,improvable,False
pp_nav_00373,yeniseysk,improvable,True
pp_nav_00373,kamensk,improvable,True
pp_nav_00374,pp_nav_00378,navigable,False
pp_nav_00374,kamensk,navigable,True
pp_nav_00374,motygino,navigable,True
pp_nav_00375,pp_nav_00384,navigable,False
pp_nav_00375,qashliq,navigable,True
pp_nav_00375,tobolsk,navigable,True
pp_nav_00376,pp_nav_00378,navigable,False
pp_nav_00376,motygino,navigable,True
pp_nav_00377,perm,navigable,True
pp_nav_00377,pp_nav_00382,navigable,False
pp_nav_00377,nytva,navigable,True
pp_nav_00377,dobryanka,navigable,True
pp_nav_00378,pp_nav_00404,navigable,False
pp_nav_00378,motygino,navigable,True
pp_nav_00378,pashino,navigable,True
pp_nav_00379,pp_nav_00398,navigable,False
pp_nav_00379,tobolsk,navigable,True
pp_nav_00380,pp_nav_00403,navigable,False
pp_nav_00380,molchanovo,navigable,True
pp_nav_00380,kolpashevo,navigable,True
pp_nav_00381,pp_nav_00408,navigable,False
pp_nav_00381,koksharov,navigable,True
pp_nav_00381,verkhoshizhemye,navigable,True
pp_nav_00382,perm,navigable,True
pp_nav_00382,pp_nav_00397,navigable,False
pp_nav_00382,nytva,navigable,True
pp_nav_00383,konghalla,improvable,True
pp_nav_00383,lodose,improvable,True
pp_nav_00383,utlandet,improvable,True
pp_nav_00384,pp_nav_00387,navigable,False
pp_nav_00384,siberia_abalak,navigable,True
pp_nav_00384,qashliq,navigable,True
pp_nav_00385,kuujjuaq,navigable,True
pp_nav_00386,pp_nav_00416,improvable,False
pp_nav_00386,yeniseysk,navigable,True
pp_nav_00386,kazachinskoye,navigable,True
pp_nav_00386,kamensk,navigable,True
pp_nav_00386,taseyevo,navigable,True
pp_nav_00387,pp_nav_00391,navigable,False
pp_nav_00387,siberia_abalak,navigable,True
pp_nav_00388,pp_nav_00424,navigable,False
pp_nav_00388,athabasca,navigable,True
pp_nav_00388,thilane_hot_ine,navigable,True
pp_nav_00389,pp_nav_00396,navigable,False
pp_nav_00389,kyakhtinskii,navigable,True
pp_nav_00390,koskoak,navigable,True
pp_nav_00390,pp_nav_00412,improvable,False
pp_nav_00390,pp_nav_00417,improvable,False
pp_nav_00390,kuujjuaq,navigable,True
pp_nav_00391,pp_nav_00394,navigable,False
pp_nav_00391,pp_nav_00402,navigable,False
pp_nav_00391,siberia_abalak,navigable,True
pp_nav_00391,vagay,navigable,True
pp_nav_00391,ust_ishim,navigable,True
pp_nav_00392,pp_nav_00419,improvable,False
pp_nav_00392,wabasca,improvable,True
pp_nav_00393,pp_nav_00394,navigable,False
pp_nav_00393,siberia_abalak,navigable,True
pp_nav_00393,vagay,navigable,True
pp_nav_00394,siberia_abalak,navigable,True
pp_nav_00394,vagay,navigable,True
pp_nav_00395,nikolsky_pogost,navigable,True
pp_nav_00396,pp_nav_00400,navigable,False
pp_nav_00396,kyakhtinskii,navigable,True
pp_nav_00397,perm,navigable,True
pp_nav_00397,pp_nav_00422,navigable,False
pp_nav_00397,nytva,navigable,True
pp_nav_00397,okhannoye,navigable,True
pp_nav_00398,tobolsk,navigable,True
pp_nav_00399,pp_nav_00401,navigable,False
pp_nav_00399,pp_nav_00403,navigable,False
pp_nav_00399,molchanovo,navigable,True
pp_nav_00400,kyakhtinskii,navigable,True
pp_nav_00400,bodaybo,navigable,True
pp_nav_00401,pp_nav_00414,navigable,False
pp_nav_00401,pervomayskoye,navigable,True
pp_nav_00401,molchanovo,navigable,True
pp_nav_00402,pp_nav_00410,navigable,False
pp_nav_00402,ust_ishim,navigable,True
pp_nav_00403,pp_nav_00415,navigable,False
pp_nav_00403,molchanovo,navigable,True
pp_nav_00404,pashino,navigable,True
pp_nav_00405,siimitalik,improvable,True
pp_nav_00405,imaapik,improvable,True
pp_nav_00406,pp_nav_00411,navigable,False
pp_nav_00406,yaroslavl,navigable,True
pp_nav_00406,kurba,navigable,True
pp_nav_00406,romanov,navigable,True
pp_nav_00407,pp_nav_00413,navigable,False
pp_nav_00407,yaroslavl,navigable,True
pp_nav_00407,kostroma,navigable,True
pp_nav_00407,danilov,navigable,True
pp_nav_00408,pp_nav_00420,improvable,False
pp_nav_00408,kutarka,navigable,True
pp_nav_00408,nikolsky,navigable,True
pp_nav_00408,verkhoshizhemye,navigable,True
pp_nav_00409,reka_tuba,navigable,True
pp_nav_00409,educhanka,navigable,True
pp_nav_00410,pp_nav_00421,navigable,False
pp_nav_00410,ust_ishim,navigable,True
pp_nav_00411,yaroslavl,navigable,True
pp_nav_00411,nerekhta,navigable,True
pp_nav_00411,kostroma,navigable,True
pp_nav_00411,sol_velikaya,navigable,True
pp_nav_00412,koskoak,improvable,True
pp_nav_00412,kasuswapaskau,improvable,True
pp_nav_00413,pp_nav_00426,improvable,False
pp_nav_00413,pp_nav_00429,improvable,False
pp_nav_00413,nerekhta,navigable,True
pp_nav_00413,yakovlevskoye_bolshoye,navigable,True
pp_nav_00413,kostroma,navigable,True
pp_nav_00414,pp_nav_00438,navigable,False
pp_nav_00414,tomsk,navigable,True
pp_nav_00414,pervomayskoye,navigable,True
pp_nav_00415,pp_nav_00439,navigable,False
pp_nav_00415,tomsk,navigable,True
pp_nav_00415,molchanovo,navigable,True
pp_nav_00415,melnikovo,navigable,True
pp_nav_00416,pp_nav_00440,improvable,False
pp_nav_00416,kazachinskoye,improvable,True
pp_nav_00416,taseyevo,improvable,True
pp_nav_00417,koskoak,improvable,True
pp_nav_00417,pp_nav_00441,improvable,False
pp_nav_00417,kasakaupuyau,improvable,True
pp_nav_00418,kasuswapaskau,navigable,True
pp_nav_00419,pp_nav_00437,improvable,False
pp_nav_00419,mushikitee,improvable,True
pp_nav_00419,wabasca,improvable,True
pp_nav_00420,pp_nav_00431,improvable,False
pp_nav_00420,sernur,improvable,True
pp_nav_00420,kutarka,improvable,True
pp_nav_00420,nikolsky,improvable,True
pp_nav_00421,pp_nav_00425,navigable,False
pp_nav_00421,ust_ishim,navigable,True
pp_nav_00422,perm,navigable,True
pp_nav_00422,pp_nav_00433,navigable,False
pp_nav_00422,kungur,navigable,True
pp_nav_00422,okhannoye,navigable,True
pp_nav_00423,pp_nav_00444,barrier,False
pp_nav_00423,amalyk,navigable,True
pp_nav_00424,pp_nav_00446,navigable,False
pp_nav_00424,thilane_hot_ine,navigable,True
pp_nav_00425,pp_nav_00434,navigable,False
pp_nav_00425,ust_ishim,navigable,True
pp_nav_00426,pp_nav_00427,improvable,False
pp_nav_00426,kostroma,improvable,True
pp_nav_00426,ostrovskoye,improvable,True
pp_nav_00427,pp_nav_00432,navigable,False
pp_nav_00427,kostroma,navigable,True
pp_nav_00427,ostrovskoye,navigable,True
pp_nav_00427,kadyy,navigable,True
pp_nav_00428,siimitalik,barrier,True
pp_nav_00429,pp_nav_00430,improvable,False
pp_nav_00429,yakovlevskoye_bolshoye,improvable,True
pp_nav_00429,kostroma,improvable,True
pp_nav_00430,pp_nav_00436,navigable,False
pp_nav_00430,yakovlevskoye_bolshoye,navigable,True
pp_nav_00430,kostroma,navigable,True
pp_nav_00430,ostrovskoye,navigable,True
pp_nav_00430,yuryev_povolzhsk,navigable,True
pp_nav_00431,urzhum,navigable,True
pp_nav_00431,pp_nav_00443,navigable,False
pp_nav_00431,kilmez,navigable,True
pp_nav_00431,sernur,navigable,True
pp_nav_00431,nikolsky,navigable,True
pp_nav_00431,ural_nema,navigable,True
pp_nav_00432,kadyy,navigable,True
pp_nav_00433,pp_nav_00445,navigable,False
pp_nav_00433,pp_nav_00448,navigable,False
pp_nav_00433,yelovo,navigable,True
pp_nav_00433,osa,navigable,True
pp_nav_00433,okhannoye,navigable,True
pp_nav_00433,chastye,navigable,True
pp_nav_00434,pp_nav_00442,navigable,False
pp_nav_00434,ust_ishim,navigable,True
pp_nav_00434,shish,navigable,True
pp_nav_00435,mistutikumak,navigable,True
pp_nav_00436,pp_nav_00447,navigable,False
pp_nav_00436,korenevo,navigable,True
pp_nav_00436,ostrovskoye,navigable,True
pp_nav_00436,kadyy,navigable,True
pp_nav_00436,yuryev_povolzhsk,navigable,True
pp_nav_00437,pp_nav_00457,navigable,False
pp_nav_00437,mushikitee,navigable,True
pp_nav_00438,tomsk,navigable,True
pp_nav_00438,pervomayskoye,navigable,True
pp_nav_00439,pp_nav_00456,navigable,False
pp_nav_00439,tomsk,navigable,True
pp_nav_00439,melnikovo,navigable,True
pp_nav_00440,pp_nav_00462,improvable,False
pp_nav_00440,yemelyanovo,improvable,True
pp_nav_00440,kazachinskoye,improvable,True
pp_nav_00440,taseyevo,improvable,True
pp_nav_00441,pp_nav_00463,navigable,False
pp_nav_00441,kasakaupuyau,navigable,True
pp_nav_00442,pp_nav_00452,navigable,False
pp_nav_00442,tara,navigable,True
pp_nav_00442,muromtsevo,navigable,True
pp_nav_00442,shish,navigable,True
pp_nav_00443,urzhum,navigable,True
pp_nav_00443,pp_nav_00467,navigable,False
pp_nav_00443,kilmez,navigable,True
pp_nav_00444,pp_nav_00459,barrier,False
pp_nav_00444,amalyk,barrier,True
pp_nav_00444,bodaybo,barrier,True
pp_nav_00445,pp_nav_00455,navigable,False
pp_nav_00445,chastye,navigable,True
pp_nav_00445,votkings,navigable,True
pp_nav_00446,pp_nav_00470,barrier,False
pp_nav_00446,thilane_hot_ine,navigable,True
pp_nav_00447,pp_nav_00471,navigable,False
pp_nav_00447,korenevo,navigable,True
pp_nav_00447,yuryev_povolzhsk,navigable,True
pp_nav_00447,gorodets,navigable,True
pp_nav_00447,vasilyeva_sloboda,navigable,True
pp_nav_00448,pp_nav_00455,navigable,False
pp_nav_00448,yelovo,navigable,True
pp_nav_00448,chastye,navigable,True
pp_nav_00448,votkings,navigable,True
pp_nav_00449,educhanka,navigable,True
pp_nav_00450,pen_islands,improvable,False
pp_nav_00450,machichi,improvable,True
pp_nav_00451,pp_nav_00464,navigable,False
pp_nav_00451,gulf_of_riga,navigable,False
pp_nav_00451,salaspils,navigable,True
pp_nav_00451,riga,navigable,True
pp_nav_00451,koknese,navigable,True
pp_nav_00452,pp_nav_00472,navigable,False
pp_nav_00452,tara,navigable,True
pp_nav_00452,muromtsevo,navigable,True
pp_nav_00453,pervomayskoye,navigable,True
pp_nav_00454,pp_nav_00460,navigable,False
pp_nav_00454,sowunusiske,navigable,True
pp_nav_00455,pp_nav_00461,navigable,False
pp_nav_00455,yelovo,navigable,True
pp_nav_00455,votkings,navigable,True
pp_nav_00455,saygatsky,navigable,True
pp_nav_00456,pp_nav_00465,navigable,False
pp_nav_00456,pp_nav_00468,navigable,False
pp_nav_00456,bolotnye,navigable,True
pp_nav_00456,tomsk,navigable,True
pp_nav_00456,melnikovo,navigable,True
pp_nav_00457,pp_nav_00474,navigable,False
pp_nav_00457,mushikitee,navigable,True
pp_nav_00458,pen_islands,navigable,False
pp_nav_00458,machichi,navigable,True
pp_nav_00458,kanaskipenaski,navigable,True
pp_nav_00459,pp_nav_00473,navigable,False
pp_nav_00459,amalyk,navigable,True
pp_nav_00459,bodaybo,navigable,True
pp_nav_00460,pp_nav_00476,improvable,False
pp_nav_00460,poskatinak,navigable,True
pp_nav_00460,sowunusiske,navigable,True
pp_nav_00461,sarapul,navigable,True
pp_nav_00461,votkings,navigable,True
pp_nav_00461,saygatsky,navigable,True
pp_nav_00462,pp_nav_00478,navigable,False
pp_nav_00462,yemelyanovo,navigable,True
pp_nav_00462,krasnoyarsk,navigable,True
pp_nav_00462,taseyevo,navigable,True
pp_nav_00462,dzerzhinskoye,navigable,True
pp_nav_00463,pp_nav_00482,navigable,False
pp_nav_00463,wayustikw,navigable,True
pp_nav_00463,kasakaupuyau,navigable,True
pp_nav_00464,pp_nav_00469,navigable,False
pp_nav_00464,salaspils,navigable,True
pp_nav_00464,aizkraukle,navigable,True
pp_nav_00464,koknese,navigable,True
pp_nav_00465,pp_nav_00484,navigable,False
pp_nav_00465,bolotnye,navigable,True
pp_nav_00465,tomsk,navigable,True
pp_nav_00466,shtax_heen,navigable,True
pp_nav_00466,taant_a,navigable,True
pp_nav_00467,urzhum,navigable,True
pp_nav_00467,pp_nav_00480,navigable,False
pp_nav_00467,bogatye_saby,navigable,True
pp_nav_00467,kilmez,navigable,True
pp_nav_00467,vyatskiye_polyany,navigable,True
pp_nav_00467,oli_baraza,navigable,True
pp_nav_00468,pp_nav_00496,navigable,False
pp_nav_00468,bolotnye,navigable,True
pp_nav_00468,kozhevnikovo,navigable,True
pp_nav_00468,melnikovo,navigable,True
pp_nav_00469,selpils,navigable,True
pp_nav_00469,aizkraukle,navigable,True
pp_nav_00469,jekabpils,navigable,True
pp_nav_00469,koknese,navigable,True
pp_nav_00470,pp_nav_00475,barrier,False
pp_nav_00470,thilane_hot_ine,barrier,True
pp_nav_00470,sakawyiniw,barrier,True
pp_nav_00471,pp_nav_00483,navigable,False
pp_nav_00471,pp_nav_00487,navigable,False
pp_nav_00471,rastyapino,navigable,True
pp_nav_00471,nizhny_novgorod,navigable,True
pp_nav_00471,gorodets,navigable,True
pp_nav_00471,vasilyeva_sloboda,navigable,True
pp_nav_00472,pp_nav_00491,navigable,False
pp_nav_00472,tara,navigable,True
pp_nav_00472,muromtsevo,navigable,True
pp_nav_00473,pp_nav_00501,improvable,False
pp_nav_00473,kuanda,navigable,True
pp_nav_00473,taksimo,navigable,True
pp_nav_00473,amalyk,navigable,True
pp_nav_00474,pp_nav_00504,barrier,False
pp_nav_00474,mushikitee,navigable,True
