location_tag,raw_material
garun_gabas,rice
al_thulayma,fruit
dera_ghazi_khan,livestock
xochimilco,livestock
shandan,sand
jiexiu,wheat
prosek,wine
naumkeag,iron
coixtlahuacan,maize
kilmez,lumber
maraza,wool
winnipeg,fur
chitina,copper
mallacoota,fish
yuanshi_zhending,livestock
visakhapatnam,fruit
ueckermunde,fish
duderstadt,livestock
pasrur,livestock
phalaborwa,livestock
pukiupukio,fiber_crops
uru,livestock
sokolo,livestock
north_pumpu,lumber
odaawaa,fur
bangkalan,lumber
mixtlan,cocoa
hambukushu,lumber
cengtai,livestock
ustikolina,lumber
wagowategok,wild_game
mizantla,cocoa
shymkent,millet
tugulym,lumber
ifrane,legumes
wando,legumes
siming,lumber
cuenca,salt
hiw,sugar
trufany,clay
tercan,wool
kitamogami,horses
catan_lil,wild_game
rahimabad,livestock
ukena,legumes
myeongju,fish
dingxi,livestock
bo_hai_khau,pearls
kur,lumber
konduga,cotton
adrar,fruit
xingan,lumber
gonogochi,copper
koszalin,fish
balle,livestock
myslenice,coal
maden,fish
nekokiaw,fish
kuanhe,lumber
massa_MOR,salt
ungwana,fish
jingyan,salt
tobog,goods_gold
badong,rice
stadacona,legumes
gabes,wheat
wewoka,wild_game
tamu,elephants
nabaydacu,lumber
ancona,fish
morphou,cotton
hanasaki,fish
ilovna,livestock
baoying,salt
pichinamei,wild_game
cegani,wheat
sotk,cotton
xalima,wild_game
litomerice,wine
icalo,clay
kabambare,lumber
ozoro,cotton
assorodus,legumes
timucua,sand
andros,iron
bumbuzi,lumber
pfaffenhofen,wild_game
telantunich,beeswax
qipcarpak,fur
yuat,livestock
lille,wheat
rongshan,silk
suure_jaani,livestock
pouthi_loeu,salt
majili,lumber
maldarede,livestock
iny_karaja,beeswax
girgenti,salt
loulan,salt
kuemgo,livestock
haskaont,maize
kavaje,fish
bardejov,fiber_crops
lignieres,millet
kokpekty,horses
gomsi,legumes
cluj,salt
huesca,wool
nakchu,horses
junagarh,iron
mongpai,lumber
mitsogo_kongo,lumber
maungdaw,fish
machevna,wild_game
kutu,rice
boowe,wild_game
zinjanja,millet
bocto,beeswax
igushiq,fish
konstanz,wine
adeqiu,livestock
cukataw,horses
talman_boorj,fur
mansila,livestock
viseu,lumber
yoli,wild_game
shohopanaiti,wild_game
baure,cocoa
churkampa,wool
yupangathi,wild_game
saint_jean_de_maurienne,lead
hoyerswerda,millet
toyal,legumes
iztachacalapan,beeswax
prasong,fruit
shangyu,fish
liebenwerda,fruit
chornukhy,wool
borg,fish
llangollen,iron
ndorwa,goods_gold
guzor,wheat
mghumbhani,lumber
leadore,lumber
bolshaya_gribanovka,horses
branna,wild_game
krutogorovskiy,fish
katsina_ala,livestock
kataka,silk
amaga,marble
manoki,gems
kujunung,livestock
barca,wheat
osaka,fish
matipo,lumber
sufaynah,fruit
khayryuzovo,fish
ushytsia,wild_game
ijathibe_wapta,wild_game
hailing,rice
aluutashe,wild_game
santarcangelo,wine
samawa,cotton
simsir,lumber
trengganu,fish
cumanacoa,fiber_crops
pinjarup,legumes
brosse,millet
daima,millet
qaladiza,millet
bastogne,lumber
bourbon,livestock
andujar,wheat
koshira,wild_game
aquila,saffron
xiuwu,livestock
tyukhtet,lumber
cuima,ivory
al_ghat,fruit
kabinda,lumber
arbaji,wheat
butrint,wool
minghe,lead
okoneshnikovo,clay
bor,ivory
boussouma,livestock
tidjikja,sand
seekonk,fish
sidenreng,millet
llacsapallanca,mercury
ballenstedt,medicaments
bohorodchany,lumber
cheb,tin
sysma,wild_game
seonju,salt
assawoman,fiber_crops
mahony,fur
anula,fish
huichang,rice
al_husayniyah,wheat
benevento,wheat
wuqing,clay
hoa,wild_game
wuhe,beeswax
bodebyn,lumber
zdvizhen,fruit
karagau,livestock
changyi,legumes
wulensi,livestock
demirci,beeswax
drutsk,lumber
dunaysir,wool
macoriges,cotton
ediziza_trail,wild_game
al_baharah,wheat
kasai,millet
koptam,horses
la_mothe_en_bassigny,wheat
radovanu,wool
ashida,copper
wujiang_bozhou,livestock
mengmeng,lumber
iyengra,wild_game
tessala,olives
sana,sand
kija,livestock
wilingura,wild_game
lucheng_luan,livestock
barunggam,fiber_crops
kushinagar,silk
ngaous,fruit
tembesi,alum
rasskazovo,horses
birecik,wheat
ksiaz_wielki,horses
rameshk,wool
polyarny,ivory
saharanpur,wheat
pushkino,lumber
guaxenicos,beeswax
north_andaman,fish
varanger,fish
nubzur,livestock
wirangu,fiber_crops
sheleksa,fur
pertek,medicaments
nushki,iron
ikh_narttin_chuluu,wild_game
brig,millet
ikaria,fish
omoloon,fur
cuama,sugar
menominee,lumber
mirriah,clay
gunditjmara,lumber
zhongkar,rice
minungo,lumber
iguamuco,wild_game
ringerike,livestock
sassari,salt
khorostkiv,livestock
raigarh,lumber
nastapoka,wild_game
massenya,ivory
ondjiva,wild_game
milk_creek,wild_game
muhayil,fruit
cariboo,wild_game
tidah,clay
targu_neamt,wild_game
karasor,horses
worabe,copper
caloosahatchee,clay
mangarayi,legumes
trevoux,livestock
rustaq,cotton
katrasgarh,lumber
washademoak,wild_game
takaroa_atoll,fish
al_maghib,fruit
guaitaka,salt
el_qasr,alum
kakabeka,copper
eisenach,stone
khorramabad,legumes
bocheikovo,livestock
nachirvik,wild_game
beersheba,wool
kumba,iron
toogee,lumber
urbino,beeswax
qutb,salt
numee,legumes
shamakhi,silk
muhekani,lumber
habana,fruit
aim_maia,copper
khoy,salt
danleng,livestock
funtua,lumber
worora,wild_game
ushmum_tannah,fruit
benabarre,iron
nunapichuq,fur
samarra,cotton
essen,coal
mathura,sugar
tchikunga,lumber
anaco,lumber
payaku,fish
tuni,fish
niagara,legumes
unaizah,salt
canossa,lumber
shui,legumes
kyubeme,lumber
arnstadt,dyes
onguday,iron
socksjock,lumber
terekli_mekteb,livestock
harar,coffee
shahpur,wheat
liangmei,lumber
mugamba,lumber
muchuchu,salt
aguasabon,medicaments
coatlan,fiber_crops
frauenfeld,livestock
katingan,lumber
stjordal,wool
koknese,livestock
paunacussing,fur
kilis,wine
mostaganem,cotton
kita,horses
temagami,lumber
york,wheat
systyg,lumber
ust_medveditskaya,beeswax
nbengo,millet
tanjungpura,millet
keyauwee,lumber
kelif,livestock
haapai,fruit
velez_malaga,sugar
miskah,wheat
maerkang,stone
strzelce_opolskie,livestock
basim,sugar
nequecheri,lumber
fakarava_atoll,pearls
argos,iron
bjni,iron
goniadz,livestock
parga,horses
gillberg,lumber
khor_virap,gems
saruk,wool
meneeohe,wild_game
miandrivazo,lumber
xokleng,fish
kukuta,lumber
lubai,lumber
kataysky,lumber
trubchevsk,legumes
jurchi,fiber_crops
kherigarh,lumber
dudinka,fish
chakota,marble
apytere,fish
kurnai,millet
jenipaboacu,fish
ichuveem,goods_gold
wuling,rice
marovoay,fish
zlatoust,iron
an_nuqrah,goods_gold
norquinco,fiber_crops
bkwejanong,salt
unkpatina,wild_game
afif,fruit
kaili,legumes
nishnabotna,maize
barah,millet
soli,salt
cuauhtochco,cocoa
bathahalak,livestock
markapur,ivory
aslanapa,livestock
wangkamana,wild_game
morondo,ivory
rajabar,wheat
ashikita,sand
mourionska,lumber
teguise,dyes
agvituk,fish
khunwana,iron
jianzhou_daizhou,livestock
narhata,wild_game
rayagada,ivory
tungkal,fruit
tih_go_tel,wild_game
ded_khulsun,livestock
timana,iron
shambala,ivory
kurung,lumber
gongxian,fiber_crops
fushun_liaoyang,coal
tehotihuacan,fish
kamen,lumber
tumba_ikoko,livestock
karajia,cotton
koh_ker,sugar
pondicherry,pepper
alubera,fish
aigun,millet
tes,legumes
gacko,stone
verkhoshizhemye,lumber
huazhou,wheat
zabreh,iron
pakpattan,fruit
makenenga,wild_game
kalecik,wine
nikhdhintanwan,stone
bago_negros,fruit
mokshan,wheat
bagayevskaya,wool
guzhang,livestock
phayuhakhiri,cotton
tboung_khmum,rice
marapanim,fish
kamyskala,beeswax
azghand,sugar
loga,livestock
potano,lumber
zed,beeswax
zhangsanying,livestock
viacha,livestock
khoja_idat_kala,wheat
altdorf,livestock
castelfranco,clay
sto_lo,lumber
shakhty,coal
lupya,wild_game
sayhat,cotton
kilenge,wheat
siwa,fruit
dunga_bunga,fruit
hala,cotton
namdal,fish
flix,olives
yarensk,lumber
taseyevo,wild_game
siang,wool
yegaladapa,livestock
huayacocotla,dyes
tsagvli,legumes
grafenau,lumber
lanling,livestock
omsk,lumber
carcassonne,marble
xiajiang,wild_game
st_martin,fiber_crops
jianning,iron
chunoyar,lumber
kabuta,fish
tivaouane,millet
pyemmairrener,coal
minudasht,lumber
beiliu,clay
chactemal,cocoa
tugacho,wild_game
kel_tegey,fish
marsoui,fish
siklos,clay
lautrec,wine
ponta_delgada,fish
dithakwaneng,wild_game
thaua,fish
weihai,livestock
batala,sugar
yaquina,fish
ballymena,beeswax
khvorostyanka,livestock
qurayyat_al_milh,fruit
ezorongondo,fish
toro,wine
bar_sur_seine,legumes
makary,fish
veragua,goods_gold
akita_kumamoto,fiber_crops
kalisusu,lumber
bombay,pepper
boanawari,lumber
yulduz,livestock
tiancheng,livestock
nagykallo,wheat
atsuta,millet
chukhloma,millet
yir_yoront,fish
xiaozhenan,elephants
anupgarh,sand
kochisar,salt
melnya,millet
naxi,fish
semcojarvi,lumber
cunhambebe,salt
chauchu_trail2,wild_game
dulgalakh,lumber
kafima,wheat
ranikot,iron
achaka,wild_game
canhewincasta,wild_game
zonda,wool
hezhou,tin
egin,livestock
willimantic,lumber
arjeplog,wild_game
andritsaina,fruit
guangze,wild_game
tongcheon,rice
qumis,wild_game
wengker,lumber
gien,wheat
hejin,wheat
vaga,fur
avlayakan,fish
yangga,wild_game
jiangshan,fur
siwi,cotton
zubala,livestock
saida,horses
taghit,wool
hiva_oa,fish
zhob,wild_game
berga,livestock
burga,legumes
saki,fiber_crops
yemelyanovo,lumber
ishikari,wild_game
phong_tho,lumber
bayei,salt
terbyas,wild_game
muene_puto,lumber
rampura,stone
lobito,clay
tianzhou,wild_game
cemisgezek,beeswax
aaku,maize
ngambe,legumes
gremi,silk
urga,millet
kiwetin_sipi,wild_game
elcui,wild_game
kechika_trail,wild_game
sysy_meyite,lumber
orchha,stone
lukoves,lumber
tabarida,wool
merelka,lumber
steyr,iron
yeongwon,fur
piratininga,lumber
fugou,livestock
tuyen_hoa,millet
goroz,livestock
ciudad_real,wheat
asht,legumes
hailun,fur
mallersdorf,wool
panaskerti,lumber
tinnis,livestock
yilaha,wheat
bingin,lumber
bahal,wild_game
kanna,clay
conotton,fur
bouillon,lumber
kawakami_hokkaido,wild_game
kuccuntikka,wild_game
chakan_yucatan,fish
hryshyne,horses
main,fiber_crops
hokah,legumes
mongo,ivory
malakand,millet
almonaster_la_real,copper
pumaruri,marble
cesena,wine
otomi,tobacco
bilah,lumber
arutua_atoll,fish
beanka,fruit
rinpung,lumber
zarabad,wild_game
gojijin,fur
st_uxwtews,fur
aurillac,livestock
hulu_mesuji,lumber
riedlingen,wool
kuala_kampar,pearls
guangan,wool
phraek,livestock
takhilyn,livestock
buiunda,fur
zatec,sand
matilla_de_canos,livestock
uraqai,millet
catarman,fish
kyat_kala,cotton
khamra,wild_game
ceeldheer,livestock
yongning_hengzhou,fish
ust_katav,lumber
bolikham,elephants
tehcha,millet
ansu,livestock
bodmin,fish
al_mahani,legumes
nacoochee,stone
baskamyr,copper
chawasha,lumber
gonkri,wild_game
al_sinn,clay
aco,livestock
anyksciai,fur
moudery,millet
karkaraly,iron
kalanga,cotton
karakax,cotton
bogazliyan,wool
mixian,legumes
sastmola,fish
klichaw,livestock
curvelo,fiber_crops
helsinge,livestock
tabynsky,fur
lubudi,fruit
alpowna,lumber
dubronjo,fur
halmstad,wheat
chitomborwizi,lead
sarria,marble
yangjiang,fish
ivohibe,rice
tele_nugar,iron
zhongbu,livestock
taokas,fish
novaya_pokrovka,livestock
sir_bani_yas,pearls
verba,clay
yongxing_xingguo,silver
paribari,maize
hatam,fish
kamor,goods_gold
voronich,wild_game
mushuau,wild_game
qizhou,livestock
slanic,millet
taif,wheat
tsuno,fish
figueira,fish
elassona,fiber_crops
gilgit,livestock
ticamaya,cocoa
mussul,fruit
mazeikiai,wheat
enice,salt
smila,coal
roros,copper
tonami,saltpeter
thawe,sugar
yarok,fur
wabanaki,wild_game
szatmar,wheat
kumayri,fruit
ugbodu,livestock
dergaon,tea
dushikou,livestock
sigi,beeswax
reims,wheat
moscow,wheat
tupirvialuit,fish
urach,wine
kiluata,ivory
porahat,wild_game
guaniguanico,chili
purwalingga,beeswax
yuchi,lumber
lelchytsy,amber
daxing,wheat
cachopostales,beeswax
baytak,horses
mengtong,lumber
tonala_chiapas,cotton
tefelfelt,wheat
erris,fish
al_majazah,fruit
belur,incense
anji,tea
guringai,legumes
kobenhavn,wheat
natanz,fruit
gap,wool
swikshak,fish
yangguan,sand
rakitnoye,livestock
suyunduk,legumes
kulanotpes,wild_game
arock,wild_game
taymylyr,fish
tomelloso,wine
purace,silver
north_letota,wild_game
chibougamau,fur
jing,livestock
yauan,stone
molodoi_tud,livestock
wiskapella,wild_game
bobbili,livestock
devrekani,livestock
tupiza,livestock
cologne,wheat
isoya,fur
aldan,goods_gold
tanjin,fur
delger_moron,wool
thaba_nchu,wild_game
tongcheng_wuchang,tea
nababeep,wild_game
suqian,fish
jizzakh,copper
belz,millet
tetyushi,livestock
kuandian,lumber
ust_stanovykh_ryas,wool
einbeck,wool
kua_luziga,lumber
korkina_sloboda,lumber
geldern,millet
karksi,clay
krasny_sulin,millet
urgun,tin
wayagamac,fur
jurbarkas,wild_game
xinhure,livestock
liaocheng,silk
voronezh,livestock
pashas,chili
yiyuan,livestock
rattanaburi,silk
hometwoli,iron
rengat,fish
kirikongo,clay
galeana,beeswax
amman,legumes
bujang,horses
wibazoka_wakpa,maize
gurramkonda,beeswax
derge,goods_gold
krupki,lumber
sabanes,lumber
miercurea_cluc,iron
negoot,wild_game
kasur,cotton
timbuktu,livestock
gandia,sugar
mong_yang,horses
gimje,rice
saarijoki,lumber
gigen,fish
nandan_tengcheng,lumber
massabo,fish
dillingen,fur
malye_oserki,fur
verkhoturye,medicaments
schmalkalden,iron
bitov,millet
afanasyevo,wild_game
huandacareo,clay
oloron,lumber
grodno,lumber
chornobyl,wild_game
laiyang,tea
zhizhets,fiber_crops
naka,fish
longwangmiao,stone
huichuan_dechang,clay
riano,beeswax
minnewaukan,fiber_crops
wadian,lumber
cayas,lead
ust_kuloy,lumber
shyngyrlau,livestock
pingliang,legumes
podgorica,wheat
arti,fur
asiniike,lumber
khujand,coal
dubrovytsia,amber
mako,livestock
niugtaq,ivory
ullum,cotton
kohir,legumes
anambe,lumber
bolshaya_laptyuga,lumber
rajamahendry,pearls
lingzhou,clay
shuiluo,stone
kovran,fish
sinop,dyes
dhamar,livestock
ad_disah,livestock
bayramic,wild_game
hangu,wool
el_jundi,stone
turili,fish
bernovo,millet
darzanji,wild_game
ochyor,lumber
sessekinika,lumber
anardara,stone
szprotawa,fiber_crops
palitana,sugar
brest,fiber_crops
ugbo,legumes
jand,sand
fuzhou_yanan,clay
krakow,salt
belaga,lumber
turbat,wool
haisla,fur
yarkand,cotton
tsuru,silk
rov,lumber
rewa,iron
cianjur,lumber
yershov,livestock
indrapura,fish
sekili,wild_game
zimba,beeswax
choiseul,livestock
sawran,wheat
kuchukskoye,salt
prades,fruit
turuepano,fruit
bernay,wheat
tapu_tuitn,lumber
ski_iyo_he,wild_game
shangrao,goods_gold
julime,wild_game
jauregui,fruit
tampo,legumes
maxorata,dyes
awka_etiti,fiber_crops
chon_naryn,iron
mindu,maize
kekwapskuk,fur
pingjin,amber
menouf,rice
jiangchuan,livestock
pune,medicaments
mombote,wild_game
fangcheng,livestock
wajarri,lumber
whangarei,fruit
nizhyn,iron
thadij,fruit
ushkan,wheat
jianli,fish
emthanjeni,wild_game
kalabsha,wool
alexandrovskaya_sloboda,lumber
xinning_chen,rice
karapinar,sand
asaka,iron
changting,beeswax
ess,fur
aviles,fish
berune,rice
ngaoundaye,legumes
oban,clay
khadanzaa,goods_gold
popowa_gora,millet
servia,saffron
sharjah,livestock
nablus,livestock
aligurdaz,iron
coonawarra,wild_game
uffenheim,lumber
bana,stone
dzil_nchaa_sian,silver
makanpur,rice
ikkeri,silk
minokamo,silk
khanapur,clay
czaplinek,lumber
poligny,wine
uri,livestock
wuhu,rice
mingshan,tea
masjed_soleyman,fruit
lianzhou,livestock
farah,rice
wahemen,lumber
amberd,livestock
ahome,maize
colchester,fish
pecunktuk,wild_game
oochi,copper
manchester,coal
huaiji,lumber
axim,sand
gecheng,wheat
guancheng,clay
shiawasee,sand
gemona,livestock
samira,wheat
kangdaya,lumber
guide,millet
norman_wells,fur
kurkino,wool
hamhmam,fish
ranpur,millet
puge,legumes
pulilan,fiber_crops
kilemba,fruit
el_darad,fish
kulun_olbut,wild_game
chinda,cocoa
monghyr,legumes
vavuniya,clay
beirut,wine
itaboca,clay
ingedei,lumber
oktahutchee,legumes
chichitames,fiber_crops
corumba,legumes
fengxi,gems
wurzen,livestock
mekapisk,wild_game
cacapava,fiber_crops
tongle,lumber
naryn,beeswax
janjira,fish
badimaya,livestock
jaen,olives
strabane,wheat
bajrajinaparamitapura,cotton
valparaiso,lumber
moshenskoye,wild_game
longquan_taihe,legumes
mirama,iron
berezhnovka,horses
akimel_oodham,maize
surui_paiter,fruit
sande,wool
berbak,sand
sangata,fish
kudepyapka,wild_game
deloy_ges,wild_game
serro,legumes
genoa,silk
lecco,lumber
araouane,sand
kamenskoie,wild_game
raigadh,silk
lohr,wild_game
bednur,sugar
kinyama,lumber
kippawa,wild_game
wakokai,clay
yaqan_nukiy,wild_game
honih_hiyo_he,wild_game
nicastro,iron
harrow,wheat
luoyuan,fish
muktagacha,fruit
sumino,lumber
ouasioto,fur
rath,saltpeter
luoxiong,pepper
dongxiang,livestock
chiswell,lead
cantung,fish
nowrangapur,livestock
timbedra,livestock
pashozero,millet
baham,fruit
gwaram,millet
cuangar,livestock
miranda_de_i_douro,wool
lincheng,livestock
metztitlan,gems
ukbara,fruit
cubiga,lumber
sabzevar,fruit
jianchang_sichuan,rice
sarab_dowreh,livestock
guarinoes,lumber
chaisri,lumber
niksar,wheat
chyhyryn,livestock
nabagram,beeswax
guanahani,salt
tangamanga,livestock
anding_suzhou,stone
nawagarh,cotton
osterholz,livestock
tauranga,fish
kamchatka_trail1,fur
chanchacc,fiber_crops
uch,wheat
oyate_shisha,fiber_crops
luxembourg,iron
del_khad,goods_gold
prirechnyi,livestock
itaraholata,legumes
tekahionhake,maize
lakhva,fish
karlivka,livestock
nuket,livestock
to_aheedliinii,medicaments
mejnypilgyn,wild_game
jerramungup,livestock
julah,pearls
reikjavik,fish
ganneious,fish
kol_kuka,wild_game
ayvu_pora,maize
pahva_nits,legumes
yeongdeok,coal
mohan,lumber
phetchaburi,sugar
barvinkove,clay
otocac,wild_game
mengung,lumber
orleans,wheat
echimamish,lumber
hino,rice
yevra,clay
wake,fish
kangundi,elephants
aikana,legumes
nafplio,olives
tazin,lumber
jaleq,clay
zacazonapan,lumber
mocozo,fish
xingshan,lumber
oviken,wild_game
arzu,wild_game
roscommon,millet
aqmecit,horses
rezh,fur
kishi,fruit
panduranga,rice
shimen_poyang,rice
saurimo,livestock
dashev,wine
cibal,lumber
kistapinan,fur
gamrun,fruit
bosworth,wool
reghin,lumber
muromtsevo_murom,wheat
volkermarkt,lead
babruysk,lumber
rio_pongo,fish
catalca,fish
marien,fish
iyo,pearls
chiang_rai,livestock
kutlehar,lumber
manitoulin,fish
van,wool
wukari,lumber
quitchupah,wild_game
natchez,lumber
tunguska_trail1,wild_game
nyaungyan,lumber
agulhas,fruit
nahil,fruit
ileza,fur
bruges,dyes
kucevo,copper
shkoder,wine
wanzhou_baoding,livestock
anfu_li,rice
yangxin,fruit
kadkan,wool
onate,stone
xavante,lumber
kalyani,iron
lingen,sand
ganquan,legumes
xam_ka_e,livestock
beaverhead,stone
chinook,fish
taaqtam,sand
arequipa,fiber_crops
langning,rice
koyda,fur
biu,ivory
koksharov,wild_game
zhongmu,wheat
tugaske,wild_game
yam_pah_pa,wild_game
tonder,sand
onimgohow,coal
tubatulabam,wild_game
zacatlan,tobacco
nessoneick,copper
dayr_aqul,sugar
al_waqbi,livestock
minya,wheat
badhu,fish
an_nabhaniyah,livestock
todi,clay
matachewan,fur
yushu,fiber_crops
kabafa,gems
qiongbu,livestock
aklera,cotton
uzachile,legumes
akilasiewakik,fish
kharakhoen,wild_game
bada_yaqub,livestock
khunani,stone
kyzylkala,livestock
karu_pana,cocoa
muang_sam_tai,legumes
lukolm,legumes
sambalpur,iron
yuanjiang_yuanjiang,silver
efate,lumber
shuixi,livestock
manhukdhintanwan,fur
chalus,rice
nikolsky_pogost,fur
ksai_yohe,wild_game
maicasagi,lumber
ocosingo,lumber
pengxi,clay
inalumaala,fish
askataliank,lumber
diara,legumes
tsikahiotsisto,fruit
opelousa,fiber_crops
peresopnytsya,legumes
lesko,iron
lalpur,gems
angelokastron,fish
montflanquin,wool
beteta,livestock
tanchang,lumber
uvarovo,livestock
noyon,millet
said_bundas,livestock
potiguara,salt
burchmullo,goods_gold
kaltag,fur
firabr,fruit
presov,gems
tykocin,clay
kayabe,fish
kran,livestock
buluan,livestock
udayagiri_kotagad,livestock
karachev,wheat
kaya_paha,maize
alirajpur,millet
sinsheim,wheat
aqaba,fish
mikhalkino,fish
teotitlan,livestock
saamis,wild_game
tagin,wheat
naletale,goods_gold
bayramlu,beeswax
cantavieja,fiber_crops
piguique,fish
ryn,sand
sligo,beeswax
mbridge,lumber
esashi,goods_gold
yarkhun,wild_game
bayangol,wild_game
tayoltita,beeswax
miskwaagamiiwi,lumber
lubartow,fiber_crops
geoje,fish
gainou,stone
beaumont_au_maine,wool
xiushan,fur
deraheib,goods_gold
csantangelo,livestock
mistanipi,wild_game
yahyali,livestock
eufaula,cotton
nimvar,wheat
lickanantay,salt
yasin,wool
upper_angara,fish
rawalakot,wool
oceko_sipiy,fur
wenxian,wheat
luhansk,wool
ust_labinsk,livestock
uvira,lumber
st_johann,stone
tmogvi,legumes
kot_lalu,rice
takwata,wild_game
shuryshkar,fish
marutea,lumber
siraf,pearls
kuuyuk,ivory
wroclaw,wheat
adan,sugar
billingham,wild_game
zhenkang,lumber
boussac,millet
reka_tuba,fur
menggala,cloves
omchikan,goods_gold
igbo_ukwu,copper
michipicoten,fur
samalqan,stone
south_meetto,fiber_crops
maibong,lumber
chhaparagarh,alum
dumat_al_jandal,horses
hadishahr,legumes
an_nibaj,livestock
etiwan,clay
ou,beeswax
telha,goods_gold
piscoutagami,fur
evuevi,fiber_crops
mtoli,goods_gold
kaniatarahontsi,maize
kalkadoon,livestock
udine,wheat
chatillon_sur_seine,salt
youghal,wool
el_bahnasa,cotton
vashka,fur
guidong,lumber
kendari,fish
winneba,saffron
cenrana,copper
wolinak,fish
xicallanco,legumes
ngadjuri,millet
richmond,lead
wa,millet
shabogamo,fur
maewo,fish
srebrenica,silver
kurijan,wool
barus,medicaments
anavarza,saffron
gucheng,rice
tizgane,beeswax
qinhe,millet
aschendorf,wool
mbakaou,livestock
tedote,fish
tormosin,millet
cocamas,medicaments
lamego,wine
miyoshi_shikoku,legumes
palampet,dyes
sarrebourg,lumber
willka_pampa,silver
berlin,fiber_crops
qiongxi,livestock
vizinga,fur
cizre,olives
shushtar,rice
irelyakh,wild_game
lezha,fur
radhanpur,clay
samastipur,rice
ko_samui,fish
kerma,wheat
mubi,livestock
kishim,wheat
chatuza,fruit
coco,wild_game
so_taeo_o,wild_game
satsuma,fish
tuzapan,silver
kjipuktuk,lumber
