location_tag,development
baekcheon,36.670
baena,31.210
baependi,0.070
baeza,35.690
bafan,41.550
bafata,3.580
bafoulabe,11.760
bafoussam,5.210
bafq,12.700
bafra,70.630
baft,14.060
bag_ngula,0.000
bagadya,0.000
bagagem,3.030
bagalkot,37.540
bagaluhan,19.680
bagamoyo,10.360
bagansiapipi,16.580
baganuur,2.720
bagayevskaya,15.170
bagdarin,0.000
bage,68.040
bagh,0.000
bagh_iran,14.360
bagh_malek,17.260
baghai,21.700
baghdad,53.680
baghin,13.940
baghlan,24.730
baghran,13.510
bago_negros,13.500
bagram,27.960
bagu,0.000
bagua,2.360
bahadamer,17.050
bahal,22.840
baham,0.000
bahama,0.000
bahariyya,16.160
bahcesaray,9.190
bahir_dar,13.770
bahla,3.470
bahr_salamat,0.240
bahraich,52.600
bahramchah,11.710
bahreman,12.670
baht,18.820
bai,11.830
bai_xinjiang,8.420
baia_crisului,15.830
baia_de_aries,18.580
baia_mare,19.660
baibalyk,9.800
baicang,40.290
baideng,25.130
baidoa,11.000
baidrag,0.000
baie_verte,0.000
baihekou,26.630
baijnath,25.490
bailongdui,8.180
bailundo,7.640
baima,40.540
baima_daming,71.050
baimachen,27.840
baimaguan,22.100
baini,40.830
baining,0.000
bairab,3.000
baise,30.940
baishan,25.800
baishui,43.800
baita,20.880
baitan,28.380
baiting,33.220
baiyungu,0.000
baja_hungary,41.180
bajaur,42.610
bajaura,30.770
bajdah,17.110
bajestan,15.320
bajhang,24.120
bajo_flores,18.340
bajone,6.660
bajrajinaparamitapura,29.620
bajura,26.690
bajwara,39.630
bakairi,0.000
bakanas,10.430
bakanh,0.000
bakas,1.270
bakel,15.390
bakele_kongo,0.000
bakgalagadi,0.000
bakgatla,0.000
bakhalal,8.530
bakhanay,0.000
bakhapcha,0.000
bakharz,8.520
bakhmach,25.360
bakhmut,15.070
bakhtinsky,0.000
bakka,16.580
bakongo,1.650
bakota,19.180
baku,20.290
bakulabe,0.010
bakusaya,18.080
baky,0.000
bal_cattinon,23.120
bala,0.000
balabak,9.030
balad,33.360
balad_ruz,18.000
balagachchy,0.000
balaganakh,0.000
balagannakh,0.000
balagansk,1.500
balaghat,30.390
balaguer,23.340
balakan,35.530
balakovo,13.010
balambangan,28.790
balanda,14.050
balanggarra,0.000
balangir,41.520
balanipa,16.770
balasagun,16.660
balashov,23.180
balasore,51.240
balassagyarmat,33.810
balat,57.430
balbalan,12.160
balcheta,2.000
baldan_bereeven,7.500
bale,10.760
baleh,12.030
baleknagiq,0.000
baler,9.040
balga,21.680
balgatai,10.330
balhaf,35.480
balho,2.480
balibo,19.950
balige,19.710
baligram,25.250
baliisshe_aashe,2.000
balikesir,53.440
balikley,10.570
baling,49.030
balingen,43.320
baliseyh,42.440
balj,4.780
balkh,45.010
balkonda,37.610
balla_arat,3.000
balladonia,0.000
ballaghaderreen,18.490
ballalapura,35.600
ballardong,0.000
ballarpur,29.940
balle,9.040
ballenstedt,48.110
ballia,60.200
ballou,5.680
ballsh,31.110
ballycastle,26.750
ballymena,49.290
ballymore,40.290
balotipone,0.000
balrampur,44.450
balta,24.660
baltas,5.840
balti,29.470
baluba,0.000
balui,14.010
balya,34.480
balykchy,8.820
balyktyg,9.970
balyktykol,2.130
balzimachi,5.750
bam,13.740
bam_esfarayen,12.090
bama,24.250
bamako,19.300
bamangwato,0.000
bamba,9.600
bambara_maounde,13.020
bamberg,74.840
bamgweolo,6.080
bampton,51.720
bampur,23.570
bamu,1.610
bamyan,19.960
ban_don,25.200
ban_khon,16.720
ban_luang_cheng,24.590
ban_pa_la_ta,18.580
ban_phone,17.590
bana,0.000
banader,21.700
banamba,14.440
banan,35.970
banana_islands,4.270
banaro,7.780
banaz,33.540
banbishan,30.620
banbury,73.030
banda,45.460
banda_ahenkro,5.690
banda_island,19.000
bandafassi,2.820
bandar_aceh,24.020
bandar_charak,11.560
bandar_deylam,17.880
bandar_deyr,17.050
bandar_e_anzali,42.820
bandar_e_jask,30.920
bandar_khamir,12.700
bandar_lengeh,15.670
bandar_rig,17.040
bandarbeyla,8.000
bandhugara,30.430
bandire,5.620
bandirma,51.690
bandogarh,38.520
banff,68.340
banfora,13.190
bang_keng,18.890
bangalore,41.260
bangarang,4.000
bangban,32.720
banggai,17.300
banggarla,0.000
bangkalan,26.980
bangkalan_borneo,16.960
bangui,0.160
bani,0.000
bani_cuba,0.000
bani_saad,4.500
bani_walid,12.280
baniachang,41.090
banihal,27.370
banikoara,7.350
banique,1.730
baniyas,35.620
banjabi,0.000
banjar,16.640
bankapura,25.200
bankim,0.000
bankura,35.330
bankutu,0.000
bankuy,16.020
banlung,23.510
bannajbur,27.520
bannoni,0.000
bannoye,13.260
bannu,40.020
banon,22.160
banpu,59.410
banqiao,26.670
bansi,45.490
banska_bystrica,18.970
bansko,16.920
banswara,56.280
bantayan,23.380
banteay_chhmar,25.800
banten,28.170
banua_lawas,19.110
banyo,0.000
banzart_khairkhan,0.000
bao_lac,22.520
baoan,33.920
baoan_baoan,29.660
baoan_dongguan,46.510
baochang,32.990
baochang_nanxiong,40.780
baode,73.130
baodi,53.160
baodian,27.070
baofeng,62.960
baoji,40.820
baojing,29.930
baokang,25.090
baoning,40.980
baoning_maozhou,27.020
baopapas,1.840
baoro,0.000
baoruco,0.000
baotong,23.550
baoying,55.390
bapaume,62.000
bapunu,0.000
baqa,3.320
baqqa,21.630
baqubah,25.890
bar_cg,18.510
bar_le_duc,71.020
bar_sur_aube,65.200
bar_sur_seine,78.840
bara_buru,15.050
bara_iraq,33.600
baraba_baraba,0.000
barabhum,40.520
baracoa,0.000
baradha,0.000
baragram,43.640
barah,7.110
barahrah,8.790
barajagua,0.000
baraka,3.320
baram,15.250
baramulla,51.480
baran,43.610
baraqish,25.900
barara,16.630
barasuru,34.030
barawa,13.500
barayy,0.000
barbacadle,8.000
barbacena,0.140
barbakaabad,61.640
barbastro,35.170
barca,25.190
barcarrota,34.990
barcelona,39.120
barcelonnette,60.180
barcelos,28.530
barchkend,28.480
barchuk,10.200
barco_de_valdeorras,19.910
barda,25.910
bardak,0.000
bardejov,29.180
bardera,13.500
bardhaman,47.750
bardi,24.270
bardi_australia,0.000
bardodalen,1.000
bardok,0.000
bardsir,13.910
bareilly,43.990
barem,0.000
bares,0.000
bargaal,6.000
bargarh,44.490
bargiri,19.480
barguna,45.160
bari,73.930
baria,34.130
barinas,6.650
baripada,36.700
bariq,6.290
baris,17.600
barito,18.530
barjols,60.410
barkdiz,15.090
barking,62.230
barkinji,0.000
barkul,0.000
barlad,19.980
barletta,77.260
barmaur,29.210
barna,0.000
barnaul,7.160
barnstaple,45.570
baroda,59.930
barom,10.500
baronsk,9.880
barotse_kongo,9.550
barotse_mabunda,5.390
barpeta,38.400
barqaid,54.030
barquisimeto,1.580
barretos,0.000
barru,18.200
bars_khot,4.600
barsalogho,12.390
barskoon,6.940
barten,28.080
bartin,48.770
baru,14.800
baruga,0.000
barulo,16.150
barun_xiabaer,6.000
barundji,0.000
barunggam,0.000
barus,21.880
barutadura,0.000
baruun_tar_nuur,6.270
barvinkove,12.180
baryang,5.500
barylas,0.000
barysaw,22.540
barza,20.230
basai,34.020
basand,11.580
basarwa,0.000
basavana_bagewadi,37.320
basavapattana,36.270
basawunena,0.000
basel,46.770
basey,13.220
bashagard,10.410
bashqurtaran,20.430
basht,22.180
bashtanka,6.000
bashukulumbwe,6.200
basim,37.250
basingstoke,61.430
basithah,9.230
baskale,21.920
baskamyr,9.360
baskatong,2.000
basna,35.920
basra,28.050
basra_al_hamra,16.680
bassa,2.310
bassano,48.540
bassein,30.880
bastak,10.220
bastam,16.600
bastar,41.110
basti,58.690
bastia,33.430
bastogne,26.720
basud,13.240
bata,5.730
batagai,0.000
batala,56.760
batamay,0.000
batan,8.460
batanabo,0.000
batanes,10.000
batang,6.910
batang_tabir,24.390
batang_tebo,24.300
batang_tembesi,25.150
bataung,0.000
batchawana,0.000
batchingou,0.000
bateke_kongo,0.000
batete,7.540
batey,6.000
bath,61.180
bathahalak,0.000
bathinda,34.420
batlagundu,27.890
battambang,26.230
battara,0.000
batu,21.840
batubenge,0.140
batuco,6.670
batumi,43.230
batyr,0.000
batyrevo,12.410
bauchi,5.570
baud,36.460
baudo,0.200
bauge,71.670
baume,45.490
baurang,16.160
baure,1.080
bauru,1.090
bauska,25.300
bautzen,57.680
bauzi,0.000
bavanat,13.820
bavaria_regen,31.560
bavaro,0.000
baviko,5.060
bavly,18.630
bawean,19.240
bawika,6.040
bawku,22.490
baxian,43.060
bay,14.640
bayali,0.000
bayambang,14.130
bayamo,0.000
bayan,2.000
bayan_har,5.000
bayan_susu,32.730
bayan_tumen,4.790
bayan_ula,8.500
bayana,38.330
bayanaul,0.170
bayanday,0.000
bayangol,0.000
bayankhot,0.000
bayannur,28.820
bayannurhong,1.030
bayantsagaan,3.200
bayaquitiri,0.000
bayat,36.220
bayazit,16.150
bayburt,33.940
baydibek_ata,15.590
bayei,0.000
bayeux,71.990
bayhan,36.350
baykalovo,1.350
baykit,0.000
baynoa,0.000
bayombe,0.090
bayonne,70.240
bayono,0.000
bayramic,31.100
bayramlu,41.870
bayreuth,62.230
baytak,8.670
bayul,4.400
bayyu,10.080
baza,35.570
bazarny_syzgan,14.180
bazas,64.230
bazer_sakhra,21.200
bazhai,32.100
bazhai_duyun,35.820
bazin,11.180
bazman,11.960
bealanana,4.540
beami,0.000
beanka,3.740
beatton,0.000
beaugency,75.020
beaujeu,50.040
beaumont_au_maine,81.670
beaune,63.470
beaupreau,67.890
beauvais,72.430
beauvoir,52.370
beaver,0.000
beaverhead,0.000
becaguimec,2.000
bechar,9.730
bechyne,40.860
bedale,41.500
beden,18.680
bedford,45.820
bedia,41.500
bednur,17.550
beer_dun,15.100
beersheba,16.500
beeskow,57.690
beesowuunenno,0.040
befandriana,3.800
begho,4.280
begoml,18.460
behabad,12.100
behali,23.910
behbahan,20.140
beichlingen,49.650
beihai,62.630
beiliu,35.460
beilngries,50.790
beirut,67.840
beishe,25.470
beisheng,21.520
beius,24.020
beja,47.080
beja_TUN,33.990
bejaad,31.100
bejaia,27.930
bejar,21.060
bekarlar,28.270
bekes,28.940
beket_ata,9.210
beki,9.080
bela,50.270
belabo,55.190
belaga,15.020
belalcazar,27.210
belang,16.430
belau,0.000
belaya_glina,9.440
belaya_kalitva,13.120
belaya_soroka,13.870
belayan,18.060
belchite,56.120
belcoo,22.530
beledweyne,13.530
belekes,10.810
belen_ana,8.360
beleuli,9.070
belfast,48.410
belfort,42.760
belgaum,24.940
belgorod,18.060
belgrad,52.480
belik,21.610
belin,39.510
beljamen,6.880
belkhandi,41.620
bellac,53.760
bellari,36.820
belle_isle,0.000
belleme,74.130
belley,40.820
bellinzona,39.440
belluno,50.640
belmonte,41.540
beloe,19.080
belogorye,0.000
beloozero,11.710
belorechensk,14.430
beloretsk,0.000
belozerye,0.000
belur,22.020
bely,18.320
belya,0.000
belye_kresty,9.280
belyov,23.850
belz,23.640
belzig,61.080
bemanevika,0.000
bembe_buyu,5.920
bembe_kongo,0.000
bemetara,38.690
bemidji,7.000
benabarre,22.820
benauges,64.310
benavente,31.590
bendi,2.650
benesov,39.340
benevento,81.760
benewah,0.000
benfeld,55.730
beng_mealea,26.600
bengalon,16.100
benghazi,28.970
bengkalis,14.060
bengkulu,24.110
bengmara,35.070
bengoala,2.210
bengy,5.840
beni_sabih,21.690
beni_suef,50.570
benin,21.670
bensheim,57.290
bent,12.600
bentheim,39.630
beohari,41.600
beqa_lagoon,1.830
bera,21.250
berat,18.540
berato,0.400
berbak,14.110
berbela,0.000
berber,25.620
berbera,6.000
berbice,3.640
berceto,37.930
berchtesgaden,31.620
berdiansk,6.740
berdigestyakh,0.000
berdsk,0.000
berdychiv,22.240
berdyuzhye,1.860
beregovo,27.130
berelekh,0.000
bereschany,16.840
berestyn,11.560
berezhnovka,3.790
berezhnyany,21.570
bereznehuvate,5.070
bereznik,0.000
berezovets,17.220
berezovka,0.000
berg,5.260
berga,20.270
bergama,44.960
bergamo,66.580
bergen,24.700
bergen_zoom,51.820
bergerac,69.750
bergheim,73.670
berlanga,39.540
berleburg,28.080
berlin,62.920
bermuda,0.000
bern,54.550
bernay,61.280
bernburg,82.050
bernovo,17.330
beroun,38.870
berriane,15.390
bersenbruck,37.180
bershad,22.200
bershty,23.510
bertoua,0.000
beruas,19.110
berune,18.230
berwick,39.450
beryozovka,1.890
beryozovo,0.000
beryozovskoye,11.240
besalampy,1.230
besalu,26.500
besancon,56.260
beshbalik,6.640
besima,22.480
besni,22.250
besteiros,29.630
bestyakh,0.000
betanzos,25.870
beteta,25.750
bethune,56.240
betroka,5.840
betsiamites,0.000
bettiah,51.230
beya,4.980
beyarjomand,8.400
beyla,6.050
beylagan,30.640
beypazari,23.170
beysehir,28.290
beyza,16.480
bezhanitsy,11.780
beziers,56.280
bezopasnoye,12.710
bhadohi,56.740
bhadrachalam,36.360
bhadrak,51.500
bhagalpur,52.600
bhakkar,40.780
bhalki,34.530
bhanpura,43.240
bhanvad,26.300
bharatpur,47.460
bhatkal,27.720
bhatnir,26.020
bhatta,35.590
bhavani,33.200
bhera,48.420
bhilsa,46.680
bhilwara,55.910
bhimber,46.880
bhind,47.180
bhojpur,39.030
bhongir,36.080
bhopal,52.970
bhuban,36.920
bhurwara,43.170
bi_pi,16.600
bia_mbya,0.000
biak,0.000
biala_podlaska,30.690
biala_rawska,19.550
bialobork,18.510
bialogard,22.070
bian_marind,0.000
bibbulman,0.000
biberach,63.430
bibirevo,18.870
bida,22.770
bidai,10.290
bidanku,0.030
bidar,35.920
bideford,48.580
bidjara,0.000
bidungu,0.000
bidwell,0.000
bidzhan,11.500
biecz,19.160
bielefeld,62.870
biella,51.740
bielsk_podlaski,23.920
bielska_sloboda,9.830
bielsko,26.170
bienne,39.610
bife,0.000
biga,46.020
bigadic,29.940
bigambul,0.000
bigan,10.980
biger,0.000
bigo_bya_mugenyi,10.760
bih,14.530
bihac,27.910
bihar,34.720
bihar_sharif,51.700
bihariganj,68.970
bii,5.570
bijagarh,30.700
bijapur,40.870
bijar,25.310
bijni,35.970
bijnot,24.020
bikini_atoll,0.000
bikinka,9.500
bikoro,1.720
bikrampur,76.710
bila,8.000
bila_tserkva,19.580
bilah,21.120
bilanga,12.450
bilasuvar,18.660
bilbao,24.250
bilbeis,52.830
bilecik,45.950
bilghah,3.430
bilgram,59.990
bilinara,0.000
billingham,25.440
bilma,7.080
bilo,16.640
bilokorovychi,16.160
bilovodsk,8.720
biloxi,0.000
bilyar,30.450
bima,20.930
bimbia,11.370
bimbilla,7.850
binalatongan,9.030
binalbagan,13.290
binandere,0.000
binangonan,9.010
binawangan,10.430
binayakpur,46.980
binchuan,23.010
bindal,0.000
binder,3.320
bindjali,0.000
bingin,28.350
bingol,20.210
binh_lam,22.550
binh_nguyen,23.580
binmatshua,1.000
bintang,3.900
biobio,18.910
bir,41.790
bir_al_qurr,1.060
bir_amur,13.810
bir_el_alter,13.130
bir_fajr,14.070
bir_ibn_hermas,9.760
bira,8.500
birali,47.900
biram,26.250
birampur,51.280
birao,0.000
birch_creek,0.000
birches,0.000
birecik,38.060
birgi,35.600
biria,1.000
biripi,0.000
biriri,14.950
birjand,13.150
birkala,2.120
birkenfeld,41.260
birma,10.920
birmingham,54.880
birndal,6.860
birni_ader,15.010
birni_lalle,24.620
birni_nkonni,13.720
birnin_gwari,25.270
birnin_kebbi,19.720
birnin_kudu,18.720
birnin_zamfara,23.360
birpara,42.510
biru,10.500
birugarh,40.680
biryusa,0.000
birzai,19.050
bisa,3.110
bischofshofen,26.260
bisert,0.000
bishan,38.630
bishnupur,33.450
bishreit,10.420
biskra,11.660
bislig,10.160
bisotun,23.030
bissagos,4.250
bissam_cuttack,20.340
bissau,0.000
bistrita,20.140
biswan,52.150
bitburg,44.410
bitche,40.990
bitki,4.500
bitlis,11.560
bitola,26.860
bitov,48.170
bitterfeld,64.670
bitterroot,0.000
bitti,37.550
bitur,0.000
biu,24.110
bivona,41.560
biyang,49.110
biysk,5.340
bizerte,37.160
bizhbulyak,10.270
bjelovar,24.890
bjni,19.180
bjorneborg,9.450
bkwejanong,3.000
bla,15.300
blackburn,28.680
blackwater,0.000
blagodarnoye,6.700
blain,54.320
bland,0.000
blankenburg,43.530
bled,24.030
bledsoe,0.000
blois,83.780
blonduos,1.660
bludenz,32.430
bo_hai_khau,46.260
boa_ogoi,0.000
boa_vista,1.000
boai,24.500
boala,14.610
boalemo,20.500
boali,0.000
boanawari,0.000
boandik,0.000
boas,6.840
bobai,34.760
bobaka,0.000
bobangi,0.000
bobbili,23.660
bobbio,39.360
bobole,3.080
bobolice,22.300
bobr,20.260
bocaiuva,1.040
bocaiuva_do_sul,0.000
bocheikovo,21.100
bochuan,22.470
bochum,47.180
bocto,14.600
bodaybo,0.000
bodbe,57.630
bodebyn,7.050
bodmin,56.720
bodo,5.250
bodonch,3.590
bodonitsa,16.360
bodou_sailay,13.040
bodrog,44.220
bodrum,25.980
boduna,33.750
boe,0.000
boeny,3.740
bogatoye,13.160
bogatye_saby,17.570
bogazliyan,45.610
bogd,1.480
bogesund,15.190
bogiston,14.620
bogoroditsk,20.300
bogorodskoye,17.430
bogorodskoye_pereyaslavl,16.470
bogra,58.940
boguchany,0.000
boguchar,17.770
bogue_chitto,3.600
bohai,91.170
bohan,6.010
bohio,0.000
bohorodchany,11.640
bohuslav,18.120
boi,0.000
boiaca,8.890
boiken,4.210
bojador,11.000
bojamba,0.000
bojano,71.680
bojaya,10.410
bojnord,14.300
boke,3.940
bokey,2.990
bokoni,3.110
bokoro,0.000
bokovskaya,14.800
bol_shaya_martynovka,15.170
bol_shoy_uran,9.210
bola,0.000
boldyzh,17.520
bole,6.860
bolekhiv,17.300
boleslawiec,28.460
bolgan_ana,9.550
bolghar,36.180
boli,12.180
bolikham,16.630
bolinao,14.140
bolkhov,22.540
bolkhuny,7.220
bolling,30.820
bolo,15.290
bolodek,2.500
bologna,100.390
bologoye,19.430
bolotnye,0.000
bolshaya_gribanovka,13.440
bolshaya_laptyuga,1.500
bolshaya_yakshanga,7.790
bolshevo,21.830
bolshie_krugovichi,10.510
bolshoy_balyk,0.000
bolshoy_cheremshan,10.170
bolshoy_gashun,5.540
bolshoy_ik,9.150
bolshoy_uluy,0.000
bolshoy_yugan,0.000
bolshoye_boldino,14.360
bolshoye_murashkino,8.850
bolshoye_selo,22.470
bolu,29.030
boluo,43.460
boluohe,4.000
bolvadin,31.010
bolzano,40.590
boma,0.000
bombay,42.130
bombwi,7.930
bomdila,16.410
bomokandi,0.000
bomoping,23.050
bonaigarh,26.550
bonanza,0.000
bondari,12.760
bondelswarts,0.000
bondo,0.000
bondoukou,4.480
bone,25.230
bong_son,16.250
bonga,7.370
bongao,15.420
bonghwa,25.780
bongju,32.580
bongor,2.150
bonifacio,31.950
bonn,73.910
bonndorf,54.530
bonny,4.000
bono_manso,3.460
boojwiikwedong,6.130
bookabie,0.000
bool,13.500
boon_wurrung,6.000
boontsagaan,0.000
boorj,9.030
boowe,0.000
bopolu,0.000
bor,5.720
bor_tur,28.730
bor_volgo,16.950
borac,18.680
borazjan,17.540
borborud,17.500
bordeaux,61.830
bordj_bou_arreridj,20.010
bordowa,32.060
bore,9.170
borenta,9.040
borg,30.710
borgarnes,31.260
borgloon,62.980
borgund,12.070
borisogleb,16.220
borisoglebsk,20.370
bormio,21.230
bornuur,3.230
borobudur,21.300
boromo,16.530
borongan,10.200
boronuk,0.000
boror,8.700
bororos,0.000
borovichi,19.530
borovsk,19.820
borsod,25.030
bortala,9.450
boruca,4.060
borujen,44.180
borujerd,28.100
borulakh,0.000
boruma,5.800
borun,0.000
boruy,36.500
boryeong,39.320
boryspil,18.530
bosa,55.970
bosa_colombia,15.520
bosaso,4.000
boseong,31.340
boseongbu,22.300
boshruyeh,13.210
bosobolo,0.370
bosra,26.940
bossa,12.490
bost,24.230
bosten,12.080
boston,56.050
bosutswe,0.000
bosworth,70.100
botkul,3.270
botolan,9.110
botou,12.730
botucatu,1.040
bou_hajla,25.500
bou_saada,11.690
bouake,2.840
bouar,0.000
boubon,17.650
bouillon,35.430
bouira,21.440
boulaouane,29.430
boulogne_sur_mer,52.540
boumalne_dades,11.820
bouna,2.160
boundiali,3.440
bourbon,69.760
bourem,9.550
bourg_en_bresse,50.530
bourganeuf,56.240
bourges,63.940
boussac,60.560
bousso,7.160
boussouma,20.610
boutti,10.890
bovino,62.850
boxing,85.890
boya,0.000
boyabat,31.590
boyauli,21.050
boye,71.840
boyena_qara,18.120
boynak,12.140
bozan,33.160
bozhenitsa,13.670
bozhou,46.270
bozok,28.230
bozok_astana,12.420
brac,25.820
bracciano,87.040
braga,21.240
braganca,25.160
bragernes,21.080
brahestad,5.380
brahin,25.570
brahmapur,35.140
braiakalung,1.000
braila,25.190
braine,63.700
brak,11.030
bramas,0.000
bramhapuri,32.450
brandenburg,40.710
brandenburg_prussia,21.220
branicevo,46.640
branko,18.480
branna,7.170
brashk,16.210
braslaw,19.640
brasov,28.160
brass,2.380
brataulung,1.000
bratislava,47.700
bratsk,0.500
bratslav,21.780
brattahlid,0.000
braunau,80.060
brecknock,52.360
breda,45.900
bredasdorp,0.000
bree,51.260
bregenz,41.420
bregne,28.760
bremen,78.370
bremervorde,66.510
breno,23.400
brescia,68.640
brest,61.970
brest_litowsk,31.210
breteuil,74.800
brezina,12.110
bria,0.000
briancon,70.700
bridger,0.000
bridlington,61.310
brie_comte_robert,76.540
brienne,53.920
brig,25.570
brignoles,43.570
brihuega,32.520
brilon,34.540
brin_navolok,0.000
brindisi,70.280
brioude,56.800
bristol,80.120
briviesca,35.110
brixen,28.010
brno,45.440
broach,53.250
brodnica,20.400
brody,21.600
brody_tver,20.690
brokhovo,0.000
bronnitsa,19.210
bronnitsy,21.120
brosse,62.730
brotas,1.050
broyes,72.860
brozas,37.500
brskovo,14.720
bruchsal,63.330
bruck_leitha,95.120
bruckenau,39.550
bruges,61.300
bruneck,56.940
brunswick,77.800
brussels,68.150
brvenik,13.720
bryanka,0.000
bryansk,20.660
bryante,9.000
bryukhovetskaya,9.340
brzeg,50.980
brzeznica,35.620
buale,13.500
buali,0.000
buandig,3.000
buantan,14.490
buassa,1.350
buaxaxxaashe,0.000
buayan,10.520
buchach,23.150
buchan,68.190
bucharest,38.810
buchen,53.150
buchu,12.860
buckeburg,78.340
buckingham,49.900
buda,41.270
budaun,44.920
buddahatchie,1.080
buddu,11.910
budejovice,48.020
budimlja,14.360
budingen,48.470
budjanga,0.000
buenaventura,0.000
buga,26.910
buganda,15.450
bugara,1.780
bugat,0.000
bugulma,27.270
