location_tag,building,starting_levels,cap_at_start,cap_at_reference_development,starting_ledger_people,maximum_ledger_people
ameca,clearing,7,9,10,18572.5,63485.4
amedichi,clearing,0,1,2,0.0,0.0
amergo,clearing,0,4,5,1278.5,10414.0
amersfoort,clearing,0,3,4,382.2,12812.3
amesbury,clearing,2,3,4,7708.3,14286.0
ameskour,clearing,0,0,0,16.4,177.5
amet,clearing,1,4,5,4450.8,6941.3
amga,clearing,0,1,2,0.0,0.0
amguema,clearing,0,1,2,0.0,0.0
amgun,clearing,0,1,2,0.0,554.2
ami,clearing,4,5,6,13432.4,42529.7
amiens,clearing,3,4,4,13604.3,16029.7
amintonck,clearing,0,4,5,0.0,3962.3
amis,clearing,0,5,6,0.0,31269.2
amisk,clearing,0,2,3,0.0,26104.3
amisk_sakahikan,clearing,0,2,3,0.0,26089.8
amisk_sipi,clearing,0,2,3,0.0,27152.4
amiskwaciwiy,clearing,0,2,3,0.0,24673.2
amkoe,clearing,0,3,4,0.0,24147.6
amli,clearing,0,1,2,1.7,967.3
amman,clearing,0,2,3,634.6,5634.8
ammonoosuc,clearing,0,1,2,0.0,4358.9
ammoscongon,clearing,0,1,2,0.0,2379.4
amnye_machen,clearing,0,0,0,0.0,544.2
amol,clearing,0,3,4,1166.0,7160.9
amol_turkmenabad,clearing,0,2,3,13.1,646.1
amollan,clearing,1,6,7,2255.2,34171.2
amoltepec,clearing,1,7,8,2283.0,29587.8
amomegosode,clearing,0,9,10,0.0,15877.9
amonokoa,clearing,0,5,6,239.9,49658.0
amora_gadal,clearing,0,3,4,0.0,12075.1
amorgos,clearing,0,1,2,0.0,1093.0
amoskeag,clearing,0,1,2,0.0,2426.6
amot,clearing,0,1,2,3.5,1569.7
amoyeli_gunahita,clearing,1,7,8,1251.7,37716.3
amoyescheck,clearing,0,7,8,25.0,38756.4
ampotaka,clearing,0,7,8,0.0,40229.6
amqui,clearing,0,1,2,0.0,16907.1
amrabad,clearing,4,8,9,11595.0,117387.7
amravati,clearing,3,6,7,8418.2,30615.3
amreli,clearing,0,5,6,738.6,3838.4
amsterdam,clearing,0,2,3,0.0,5265.9
amstetten,clearing,2,5,5,8614.5,17123.7
amud,clearing,0,3,4,0.0,7702.5
amulaca,clearing,0,8,9,0.0,41268.9
amundava,clearing,0,6,7,0.0,38384.2
amurang,clearing,1,6,7,1655.9,27090.4
amyint,clearing,1,8,9,2450.4,55916.5
an_nabhaniyah,clearing,0,2,3,0.0,0.0
an_nibaj,clearing,0,2,3,0.0,0.0
an_nil,clearing,0,3,4,12.1,21.9
anaa,clearing,0,1,2,0.0,634.8
anabar,clearing,0,1,2,0.0,0.0
anace,clearing,0,6,7,0.0,25184.3
anaco,clearing,0,7,8,0.0,25698.6
anacopia,clearing,0,1,2,72.3,3761.4
anacostia,clearing,1,5,6,2149.5,11817.3
anagance,clearing,0,2,3,0.0,21320.3
anagni,clearing,3,3,4,11430.6,12648.6
anah,clearing,0,0,0,1515.2,3585.6
anais,clearing,0,7,8,0.0,30438.6
anajas,clearing,0,5,6,0.0,10749.3
anak,clearing,13,13,14,74327.5,154932.2
anaklia,clearing,2,6,7,8851.8,12174.8
anakovik,clearing,0,1,2,0.0,0.0
anambas_islands,clearing,0,6,7,20.6,21897.9
anambe,clearing,0,4,5,0.0,24166.5
anamur,clearing,0,2,3,78.1,11466.2
anana,clearing,1,3,4,3975.9,15175.8
ananatuba,clearing,0,5,6,0.0,10365.5
ananiv,clearing,1,3,4,1342.3,11640.5
anantapur,clearing,7,7,8,29026.9,76882.5
anar,clearing,0,0,0,0.0,684.7
anarak,clearing,0,0,0,0.0,12.9
anardara,clearing,0,2,3,30.5,2426.3
anasagunticook,clearing,0,1,2,0.0,4355.4
anavarza,clearing,0,3,4,1342.1,8035.6
anaya,clearing,0,8,9,5.8,58122.5
anbang,clearing,0,5,6,0.0,19715.3
anbian,clearing,0,10,11,525.2,58777.0
anchau,clearing,0,7,8,339.6,25741.6
anchun,clearing,0,9,10,0.0,28743.3
ancona,clearing,2,6,6,10146.1,10215.8
ancuase,clearing,0,6,7,8.3,98078.5
ancud,clearing,0,1,2,1094.0,23114.8
andaki,clearing,1,6,7,1119.7,26653.6
andar,clearing,2,8,9,7656.4,42640.9
andarab,clearing,0,1,2,0.7,5161.3
andarai,clearing,0,8,9,0.0,33617.6
andastoerrhonon,clearing,0,3,4,0.0,29813.8
andasy_merine,clearing,0,4,5,0.0,14468.0
andawaohie,clearing,0,1,2,0.0,2858.1
andaymarca,clearing,0,1,2,8.5,2152.5
ande,clearing,4,4,5,23493.9,50567.8
andechs,clearing,2,3,4,9004.7,18005.1
andegerebenha,clearing,0,2,3,0.0,1200.9
anderson,clearing,0,1,2,0.0,3852.5
andevoranto,clearing,0,6,7,82.5,50919.4
andijan,clearing,0,3,4,1018.6,6273.8
andika,clearing,0,1,2,39.6,7317.4
andimeshk,clearing,0,1,2,746.6,7448.2
anding,clearing,0,11,12,2.7,84716.8
anding_mashan,clearing,0,5,6,1383.4,19530.7
anding_suzhou,clearing,0,0,0,0.0,0.1
andkhoy,clearing,1,2,3,1415.9,6621.2
andolo,clearing,0,5,6,2.3,26925.6
andomsky_pogost,clearing,0,1,2,0.0,5122.6
andong,clearing,3,4,5,11496.4,48351.3
andong_huaian,clearing,5,8,9,24162.5,43701.7
andorra_la_vella,clearing,0,1,2,10.2,854.3
andranoboka,clearing,0,7,8,0.0,44002.9
andranomavo,clearing,0,7,8,0.0,42157.2
andranosoa,clearing,0,5,6,0.0,16761.1
andravida,clearing,1,1,2,2393.2,6823.7
andreapol,clearing,0,2,3,306.9,8683.7
andria,clearing,3,3,3,17059.1,18812.2
andritsaina,clearing,0,1,2,65.1,6927.7
andros,clearing,0,1,2,5.7,3764.2
androscoggin,clearing,0,1,2,0.0,6148.7
andryushkino,clearing,0,1,2,0.0,0.0
andujar,clearing,1,1,2,2395.1,9696.3
anecho,clearing,0,7,8,531.2,29588.6
anegada,clearing,0,5,6,0.0,17325.9
anegandi,clearing,5,5,6,20895.7,64183.8
aneityum,clearing,0,7,8,0.0,15064.9
anelo,clearing,0,1,2,0.0,11132.8
anew,clearing,0,1,2,0.0,3362.4
anfa,clearing,2,2,3,9247.7,15769.2
anfu_jian,clearing,1,6,7,3653.2,32737.3
anfu_li,clearing,4,7,8,12321.3,59521.5
angadippuram,clearing,1,6,7,1940.0,54015.5
angamacutiro,clearing,2,3,4,6388.3,13796.0
angastaco,clearing,0,6,7,0.0,36534.0
angelokastron,clearing,0,1,2,926.9,6681.2
angermunde,clearing,3,5,5,13559.4,15538.9
angers,clearing,2,5,5,8330.7,11836.7
anggamudi,clearing,0,6,7,0.0,10140.4
angkor,clearing,0,7,8,63.8,54250.9
angkor_borei,clearing,2,8,9,5597.3,69605.6
angkor_knong,clearing,1,7,8,2291.8,62684.3
anglesey,clearing,2,2,2,8240.5,8481.8
angoche,clearing,0,7,8,0.0,119998.8
angoram,clearing,1,5,6,1231.9,12719.0
angouleme,clearing,2,4,4,11690.8,14895.4
angoya,clearing,0,0,0,0.0,503.2
angra,clearing,0,3,4,0.0,7361.5
angualasto,clearing,0,1,2,0.0,10343.6
angul,clearing,1,8,9,4219.8,55340.1
anguthimri,clearing,0,7,8,0.0,17333.6
angwa,clearing,0,9,10,0.0,135124.5
anhandui,clearing,0,7,8,0.0,39090.5
anhayca,clearing,0,7,8,0.0,34692.1
anhialo,clearing,0,6,7,1177.3,11012.9
anhua,clearing,0,12,13,832.8,78314.9
anhua_anhua,clearing,0,6,7,589.2,35868.5
anhua_huanjiang,clearing,0,5,6,548.1,22457.1
ani,clearing,1,3,4,4346.1,13868.0
ani_south,clearing,0,6,7,0.0,101320.2
aniakchak,clearing,0,1,2,0.0,2253.8
anigiduwagi,clearing,0,5,6,0.0,18605.2
anilco,clearing,0,8,9,0.0,39589.3
anipitapiskow,clearing,0,1,2,0.0,12454.8
aniyutsi,clearing,0,7,8,319.7,32727.1
anji,clearing,4,7,8,16037.0,87546.3
anju_nurgan,clearing,0,9,10,0.0,15065.7
anka,clearing,0,5,6,706.0,25612.6
ankara,clearing,0,1,2,1178.6,8256.4
ankavandra,clearing,0,7,8,0.0,53621.5
ankazobe,clearing,0,7,8,0.0,44598.0
anklam,clearing,2,3,4,8615.5,9463.2
ankober,clearing,0,3,4,0.0,5850.8
ankoro,clearing,0,8,9,493.3,52048.7
anlong,clearing,6,6,7,22524.2,47767.0
anlu,clearing,7,8,9,24647.3,92606.8
ann,clearing,0,5,6,110.1,23222.7
anna_russia,clearing,0,3,4,12.7,9005.8
annaba,clearing,0,2,3,1291.6,6752.4
annaburg,clearing,4,4,4,25114.5,26764.4
annan,clearing,0,6,7,75.9,38420.5
annecy,clearing,1,3,4,5060.7,11515.2
anning,clearing,3,6,7,11214.2,22818.1
anoixi,clearing,0,7,8,0.0,39321.1
anomansah,clearing,2,7,8,3400.0,34319.0
anping,clearing,2,4,4,11426.5,32008.9
anqiu,clearing,11,14,14,54021.1,98851.5
anren,clearing,2,6,7,5132.6,35529.8
anren_raozhou,clearing,3,6,7,12046.7,94586.8
ansai,clearing,0,11,12,18.0,62541.3
ansbach,clearing,1,1,2,6149.4,8514.5
anseba,clearing,0,0,0,7.9,3812.4
anso,clearing,0,2,3,1075.9,12506.0
ansongo,clearing,0,2,3,0.0,0.0
ansu,clearing,8,11,12,29580.7,80559.7
antabamba,clearing,0,0,0,0.0,586.5
antalaha,clearing,0,6,7,133.1,48894.8
antalo,clearing,0,4,5,0.5,25252.0
antalya,clearing,2,3,4,6693.7,13818.6
antananarivo,clearing,0,5,6,3.4,70183.3
antequera,clearing,2,2,3,5489.7,9504.8
antetikala,clearing,0,7,8,0.0,28816.2
anticosti,clearing,0,1,2,0.0,11219.8
antietam,clearing,1,4,5,1082.5,44395.8
antigonish,clearing,0,2,3,0.0,15310.8
antinir_pilquinan,clearing,0,3,4,0.0,1979.4
antioch,clearing,1,3,4,2532.2,8507.2
antofalla,clearing,0,0,0,0.0,94.7
antsiroamandidy,clearing,0,7,8,0.0,73889.3
antsohihy,clearing,0,7,8,21.4,63159.6
antwerp,clearing,0,3,4,247.5,13778.8
anula,clearing,0,5,6,0.0,5570.4
anumagallu,clearing,9,9,10,28513.7,134845.6
anundsjo,clearing,0,1,2,0.0,746.1
anunsu,clearing,0,9,10,129.6,38963.3
anupgarh,clearing,0,0,0,1746.5,7183.3
anuradhapura,clearing,1,8,9,1664.6,40656.5
anxi,clearing,0,6,7,228.5,19646.9
anxi_dingzhou,clearing,4,4,5,38766.9,76992.4
anxiang,clearing,6,7,8,19133.4,114741.6
anyang,clearing,5,5,5,58519.0,77661.1
anyi,clearing,3,7,8,9038.8,83500.8
anyksciai,clearing,0,3,4,133.6,8166.7
anyuan,clearing,0,1,2,0.0,5227.0
anyuan_dingnan,clearing,0,6,7,1326.0,25534.0
anyuan_lianzhou,clearing,1,6,7,4099.4,62107.2
anyue,clearing,4,7,8,14077.9,47930.0
anyuysk,clearing,0,1,2,0.0,0.0
anzhou,clearing,1,5,6,3323.0,17402.5
anzourou,clearing,2,2,3,4802.2,15281.1
aonin,clearing,0,2,3,0.0,5625.3
aopuni_atoll,clearing,0,5,6,0.0,0.0
aosta,clearing,0,1,2,1249.8,2255.0
aoukale,clearing,0,4,5,17.7,22663.1
aowa,clearing,0,4,5,481.1,49774.6
apafalaya,clearing,0,6,7,0.0,25267.5
apahtoksipisskan,clearing,0,2,3,0.0,19849.6
apalachee,clearing,0,7,8,89.6,36237.2
apan,clearing,2,4,5,6561.7,32106.5
apapelgino,clearing,0,1,2,0.0,0.0
apaqtukowatek,clearing,0,1,2,0.0,23251.6
aparri,clearing,0,6,7,2.5,72666.1
apataki_atoll,clearing,0,5,6,0.0,0.0
apatzingan,clearing,2,6,7,5722.5,39798.4
apeldoorn,clearing,1,4,5,3395.2,13921.3
apetowun,clearing,0,1,2,0.0,7560.7
api_api,clearing,0,6,7,3.0,34891.7
apiacas,clearing,0,6,7,192.2,41443.6
apiai,clearing,0,3,4,0.9,35472.3
apiaka,clearing,0,6,7,124.8,42012.1
apica,clearing,0,5,6,256.4,12455.1
apinji,clearing,0,5,6,0.0,18156.0
apispaha,clearing,0,2,3,3.3,8237.0
apolda,clearing,2,4,5,8728.9,17924.6
apollonia,clearing,1,6,7,1250.1,26049.7
apoquitaua,clearing,0,5,6,0.0,23591.3
apotaka_hacha,clearing,0,6,7,0.0,12712.3
appamatuck,clearing,1,6,7,1534.9,33526.0
appingedam,clearing,0,2,3,268.2,2047.1
appleby,clearing,0,1,2,0.0,5708.0
appomattox,clearing,2,7,8,3763.5,37383.9
apt,clearing,1,3,4,4991.4,14933.5
apucarana,clearing,1,9,10,963.0,46024.0
apui,clearing,0,6,7,0.0,44690.4
apuka,clearing,0,0,0,0.0,54.7
apure,clearing,0,7,8,0.1,21408.4
apurlec,clearing,0,2,3,0.0,8270.9
apyawa,clearing,0,6,7,0.0,34178.3
apytere,clearing,0,2,3,15.8,18437.7
aq_am,clearing,0,1,2,0.0,4841.6
aqanqmi,clearing,0,1,2,0.0,5607.5
aqca,clearing,1,2,3,1620.1,5245.3
aqda,clearing,0,0,0,2.2,28.1
aqiq_banu_uqayi,clearing,0,2,3,0.0,0.0
aqmecit,clearing,0,2,3,56.1,4689.1
aqmecit_prybuzhzhya,clearing,0,3,4,57.2,10852.7
aquidauana,clearing,0,9,10,0.0,29119.0
aquila,clearing,1,1,2,3510.2,8114.4
aquileia,clearing,2,7,7,10230.8,13997.1
aqush,clearing,0,4,5,1.7,11720.6
aqyam_nup,clearing,0,1,2,0.0,272.9
ar_rabb,clearing,0,2,3,288.4,3671.1
ar_rawdah,clearing,0,2,3,0.0,0.0
ar_rayyan,clearing,0,2,3,0.0,0.0
araban,clearing,1,3,4,1882.9,6555.1
arac,clearing,2,2,3,4772.4,15360.5
aracena,clearing,1,2,3,1574.4,8941.2
arachan,clearing,0,7,8,0.0,27262.3
aracuai,clearing,0,7,8,0.0,35907.5
arad,clearing,1,4,5,4385.4,15381.5
araes,clearing,0,5,6,0.0,23900.2
aragua,clearing,0,7,8,25.4,27971.5
araguaia,clearing,0,7,8,0.0,37220.3
araguari,clearing,0,4,5,0.0,17779.6
araicuahita,clearing,0,4,5,0.0,31067.6
arak,clearing,0,2,3,0.0,1123.9
arakaiu,clearing,0,6,7,44.8,24971.7
aranama,clearing,0,7,8,30.8,34250.1
aranda_de_duero,clearing,1,1,2,7778.6,9990.8
arandai,clearing,0,5,6,0.0,9286.1
arangastakh,clearing,0,1,2,0.0,0.0
arapgir,clearing,1,1,2,1939.7,9624.8
arapuey,clearing,0,4,5,866.4,10446.8
araquara,clearing,0,9,10,0.0,47506.5
ararayu_aba,clearing,0,6,7,0.0,37164.3
arari,clearing,0,4,5,0.0,4956.9
araripocone,clearing,0,7,8,10.1,38936.6
araritaguaba,clearing,0,9,10,0.0,46224.5
arasibo,clearing,0,8,9,0.0,70286.9
araska,clearing,1,2,3,2570.4,10631.2
aratika_atoll,clearing,0,5,6,0.0,0.0
aratu,clearing,0,8,9,0.0,45785.4
arauca,clearing,0,7,8,0.0,20095.9
araut,clearing,0,6,7,31.7,63696.0
araya,clearing,0,7,8,64.8,14833.5
arbaji,clearing,0,2,3,0.0,0.0
arboga,clearing,0,2,3,1372.1,5325.7
arbroath,clearing,2,2,2,8042.6,10038.2
archar,clearing,2,4,5,6037.5,19560.4
arches,clearing,1,2,3,1702.7,7263.1
archit,clearing,0,2,3,0.0,9504.8
arcos_de_la_frontera,clearing,1,3,4,1926.1,8386.6
arcot,clearing,7,8,9,22657.6,41796.9
ardabil,clearing,0,2,3,926.5,13417.5
ardagh,clearing,2,2,3,5475.5,8827.4
ardahan,clearing,0,1,2,1155.0,10114.8
ardakan,clearing,0,0,0,2.9,183.5
ardatov,clearing,0,2,3,778.8,11386.2
ardestan,clearing,0,0,0,751.8,2012.2
ardra,clearing,6,6,7,26113.3,30706.6
ardtornish,clearing,0,1,2,498.3,1842.5
arechuna,clearing,0,8,9,0.0,20636.1
areia,clearing,0,8,9,0.0,40976.8
arequipa,clearing,0,0,0,1397.4,4061.3
arerius,clearing,0,7,8,0.0,27472.4
ares_del_maestre,clearing,1,1,2,1836.3,8939.0
aresh,clearing,0,5,6,101.6,10473.4
arevalo,clearing,2,2,3,7821.0,10542.5
arezzo,clearing,2,6,6,10749.4,15546.0
argada,clearing,0,1,2,0.0,492.5
argamakli_sarai,clearing,0,2,3,0.2,10502.6
argas,clearing,0,1,2,0.0,0.0
argaxtaax,clearing,0,1,2,0.0,0.0
argenta,clearing,0,5,5,476.3,591.2
argentan,clearing,4,4,4,20502.4,23211.5
arges,clearing,1,4,5,1843.0,19443.4
arghestan,clearing,0,3,4,156.7,5848.3
argi,clearing,0,1,2,0.0,1785.9
argos,clearing,0,1,2,369.2,4700.4
argun,clearing,0,2,3,0.9,12090.8
arguvan,clearing,1,1,2,2300.7,8613.5
argyrokastro,clearing,1,3,4,2472.6,8145.2
ariano,clearing,2,3,4,10278.9,13987.1
ariari,clearing,0,5,6,340.0,24738.2
aribinda,clearing,0,3,4,0.0,13381.9
arica,clearing,0,0,0,5.4,2631.8
ariguani,clearing,1,6,7,1910.2,23003.9
arikun,clearing,0,6,7,372.7,37530.0
arilje,clearing,0,4,5,124.4,15825.4
ariste,clearing,0,4,5,0.0,12086.1
aritpa,clearing,0,1,2,314.2,10213.7
ariza,clearing,0,1,2,1115.7,10794.7
arjeplog,clearing,0,1,2,0.0,7601.4
arka,clearing,0,1,2,0.0,548.3
arkaba_tura,clearing,0,2,3,0.0,4021.9
arkadak,clearing,0,3,4,0.0,10617.0
arkat,clearing,0,1,2,0.0,11660.2
arkhan,clearing,1,2,3,1774.5,6925.4
arkhangelsk,clearing,0,1,2,0.0,1378.7
arkhangelskoye,clearing,0,3,4,144.3,12998.5
arkhangelskoye_vologda,clearing,0,2,3,0.0,9537.5
arkhara,clearing,0,9,10,0.0,33067.9
arkhyz,clearing,0,1,2,0.0,4461.8
arkvaz,clearing,0,3,4,269.9,8085.0
arlal,clearing,0,2,3,0.0,0.0
arles,clearing,0,1,2,2190.0,6683.3
arlon,clearing,0,2,3,1149.5,11991.4
armagh,clearing,1,1,2,6176.7,9168.6
armavir,clearing,0,3,4,36.4,16682.9
armizonskoye,clearing,0,1,2,1.6,6484.2
arnay,clearing,3,3,4,10506.6,20274.4
arnedo,clearing,2,2,3,5252.6,15309.6
arnhem,clearing,0,2,3,359.0,12426.5
arno_atoll,clearing,0,5,6,0.0,0.0
arnsberg,clearing,2,4,5,8690.8,18818.0
arnstadt,clearing,0,2,3,1433.9,14467.3
aro,clearing,0,7,8,0.0,37669.8
aroas,clearing,0,5,6,0.0,22096.0
aroche,clearing,0,2,3,992.9,9759.6
arochukwu,clearing,1,5,6,2216.8,26950.5
arock,clearing,0,2,3,0.0,7279.2
arona,clearing,1,2,3,2607.8,7779.5
aroostook,clearing,0,1,2,0.0,8813.4
arop,clearing,0,6,7,346.1,25649.4
aror,clearing,0,3,4,0.0,0.0
arque,clearing,0,5,6,105.7,30011.7
arques,clearing,2,3,4,6991.3,16205.7
arrah,clearing,3,8,9,12777.8,47123.0
arraias,clearing,0,6,7,0.0,29673.2
arran,clearing,1,1,2,2235.1,7309.4
arras,clearing,2,4,5,6967.8,15334.2
arrayda,clearing,0,2,3,0.0,0.0
arroio,clearing,0,6,7,0.0,12259.9
arroyo,clearing,1,2,3,3068.8,9682.6
ars,clearing,0,3,4,690.5,8843.5
arshgul,clearing,0,4,5,1143.1,10463.2
arslanbob,clearing,1,2,3,1326.5,9089.7
arsubaniket,clearing,0,2,3,34.0,5802.8
arsuz,clearing,0,3,4,1299.5,8213.2
arta,clearing,0,1,2,359.0,9221.1
artah,clearing,1,2,3,6655.5,9692.8
artanuji,clearing,1,3,4,3559.1,8375.8
artashavan,clearing,0,2,3,904.6,10185.2
arthabaska,clearing,0,1,2,0.0,2046.4
arti,clearing,0,2,3,0.0,11697.1
artush,clearing,0,1,2,0.0,1922.4
artyk,clearing,0,1,2,0.0,0.0
artyk_ata,clearing,0,1,2,1354.8,3395.5
arua,clearing,0,5,6,0.0,22744.1
arua_amazon,clearing,0,6,7,0.0,15213.0
aruamu,clearing,1,5,6,1986.2,10576.7
arubeira,clearing,0,3,4,0.0,5081.5
aruja,clearing,0,6,7,0.0,39032.5
arun,clearing,0,11,12,796.6,61128.3
aruni,clearing,0,0,0,17.8,6325.5
aruppukkottai,clearing,4,8,9,12979.8,71945.7
arusha,clearing,0,6,7,234.7,70612.9
arut,clearing,0,5,6,0.0,30735.1
arutua_atoll,clearing,0,5,6,0.0,0.0
arvidsjaur,clearing,0,1,2,0.0,2923.9
aryaru,clearing,0,5,6,12.3,38360.5
arykbalyk,clearing,0,2,3,608.4,6497.4
arylakh,clearing,0,1,2,0.0,0.0
arzamas,clearing,0,3,4,133.2,11929.1
arzew,clearing,1,2,3,1675.7,8491.0
arzgir,clearing,0,2,3,0.0,5655.7
arzu,clearing,0,2,3,87.2,6422.3
as_salafiyah,clearing,1,2,3,4257.0,6890.2
as_salif,clearing,0,0,0,605.8,1504.6
asa,clearing,1,5,6,1698.2,47673.7
asadabad,clearing,0,1,2,106.0,8546.8
asadabad_kunar,clearing,2,3,4,5196.8,7680.0
asahan,clearing,1,5,6,4209.4,31450.1
asahkaiowaipu,clearing,0,2,3,0.0,15428.1
asaka,clearing,0,4,5,1116.1,31661.2
asakuchi,clearing,1,8,9,1889.4,48734.6
asakura,clearing,1,8,9,2523.0,50185.4
asanas,clearing,0,2,3,0.0,0.0
asbo,clearing,0,2,3,1087.4,6392.7
aschach,clearing,3,3,4,11616.2,17922.6
aschaffenburg,clearing,2,2,3,6747.0,11759.6
aschendorf,clearing,2,3,3,10748.9,14171.0
ascolipiceno,clearing,2,4,5,7118.8,15694.5
asele,clearing,0,1,2,0.1,4879.1
aseptiketiheylhets,clearing,0,7,8,0.0,28210.2
asfan,clearing,0,2,3,0.0,0.0
asfi,clearing,0,1,2,287.4,9462.7
ash_shuaybah_hail,clearing,0,2,3,0.0,0.0
ashalaho,clearing,0,1,2,0.0,4154.7
ashaninka,clearing,1,6,7,1699.8,24730.2
ashaval,clearing,1,6,7,4412.3,7375.8
ashby,clearing,1,4,5,1220.5,39918.3
ashca,clearing,0,6,7,0.0,15473.8
ashca_caycu,clearing,0,6,7,0.0,22925.0
ashchyozek,clearing,0,2,3,0.0,12.9
ashevo,clearing,0,3,4,0.0,10703.9
asheweig,clearing,0,1,2,0.0,4283.5
asheyi,clearing,0,1,2,0.0,257.3
ashida,clearing,0,6,7,415.8,46339.4
ashigara,clearing,0,7,8,824.2,43978.2
ashikaga_loc,clearing,0,8,9,479.0,48275.3
ashikita,clearing,0,4,5,859.0,31211.8
ashkamesh,clearing,0,1,2,117.5,5374.1
ashmunayn,clearing,0,3,4,0.0,0.0
ashmyany,clearing,1,3,4,3357.6,11708.9
ashoro,clearing,0,2,3,0.0,13080.9
ashraf,clearing,1,2,3,4254.2,8996.3
asht,clearing,0,2,3,939.2,6990.5
ashtabula,clearing,0,4,5,0.0,36297.5
ashuanipi,clearing,0,1,2,0.0,1219.7
ashuapmushuan,clearing,0,1,2,0.0,17991.3
asifabad,clearing,2,9,10,5099.8,39618.5
asika,clearing,1,8,9,1656.7,68301.1
asilah,clearing,1,3,4,3754.8,9972.2
asingasta,clearing,0,6,7,0.0,21338.5
asiniike,clearing,0,3,4,0.0,28455.4
asiniwaciy,clearing,0,1,2,0.0,5145.9
asir,clearing,0,3,4,416.6,5684.8
asir_ALG,clearing,0,2,3,1177.0,7807.5
asirgarh,clearing,7,7,8,25373.4,81973.8
askataliank,clearing,0,1,2,0.0,9353.4
askino,clearing,0,2,3,39.1,13747.9
askiz,clearing,0,1,2,0.0,4927.6
askot,clearing,0,1,2,9.2,3010.4
aslan_horod,clearing,0,2,3,3.3,6072.3
aslanapa,clearing,1,1,2,6850.1,10046.6
aslanduz,clearing,1,2,3,3681.7,9707.3
asmara,clearing,0,3,4,3.3,23849.5
asmat,clearing,0,6,7,0.0,1478.6
asni,clearing,2,7,8,10706.8,23662.2
aso,clearing,1,7,8,2538.0,61338.7
asola,clearing,4,8,8,19844.6,22851.0
asoqasqoq,clearing,0,1,2,0.0,18194.4
aspa,clearing,0,2,3,0.0,10059.9
aspara,clearing,1,3,4,3957.6,24839.8
aspas,clearing,0,1,2,72.4,4138.6
aspet,clearing,2,4,5,6691.5,13436.7
aspotogan,clearing,0,1,2,0.0,4698.3
assabet,clearing,0,1,2,0.0,1581.8
assan,clearing,0,5,6,0.0,5607.0
assapasca,clearing,0,2,3,0.0,27337.4
assawoman,clearing,0,4,5,0.0,9316.8
assen,clearing,0,4,5,955.5,10383.0
assens,clearing,2,3,4,7122.4,13711.6
assereniet,clearing,0,5,6,22.3,46794.9
assinie,clearing,1,5,6,2519.7,23364.6
assisi,clearing,1,2,3,4359.1,11163.3
assode,clearing,0,2,3,0.0,0.0
assonet,clearing,0,1,2,0.0,1232.5
assorodus,clearing,0,3,4,0.0,26727.5
assosa,clearing,0,6,7,2.4,23405.1
assunpink,clearing,0,2,3,0.0,8194.2
astara,clearing,0,2,3,0.0,8865.5
astarabad,clearing,1,4,5,3691.1,10956.2
asti,clearing,2,5,5,11238.3,12331.7
astore,clearing,0,0,0,2.3,67.0
astorga,clearing,1,1,2,1975.8,6701.0
astrakhan,clearing,0,3,4,15.9,15.9
astrina,clearing,1,3,4,2143.6,15516.5
astros,clearing,0,1,2,717.2,4520.3
asurini,clearing,0,5,6,0.0,29898.3
asvieja,clearing,0,2,3,1317.8,9180.4
asyut,clearing,0,3,4,0.0,0.0
ata_mindanao,clearing,0,7,8,0.0,55828.4
atacames,clearing,0,5,6,660.5,30415.5
atach,clearing,0,2,3,0.0,5308.8
atahachi,clearing,0,7,8,0.0,32947.4
atajal,clearing,0,5,6,0.0,12336.2
atakpame,clearing,0,5,6,0.0,24650.3
atalanti,clearing,0,1,2,897.5,4509.3
atanagunypacam,clearing,0,6,7,18.8,17520.3
atanari,clearing,0,6,7,0.7,24230.5
atanuul,clearing,0,0,0,0.0,30.6
atargan,clearing,0,1,2,0.0,24.3
atarque,clearing,0,2,3,19.6,11456.8
atash,clearing,0,1,2,0.0,5443.9
atbasar,clearing,0,2,3,292.2,4173.4
atchafalaya,clearing,0,8,9,0.0,20208.5
atepec,clearing,0,3,4,560.0,17652.1
atfalati,clearing,0,2,3,0.0,13928.9
ath,clearing,1,5,6,4610.3,15392.4
athabasca,clearing,0,1,2,0.0,12252.0
athani,clearing,3,3,4,9728.9,21981.3
athenry,clearing,2,2,3,4930.8,8172.6
athens,clearing,0,1,2,563.2,5409.5
athlone,clearing,2,2,3,5606.7,8853.4
athmallik,clearing,2,8,9,5132.7,52852.9
athy,clearing,1,2,3,4417.3,8967.8
atibaia,clearing,0,4,5,0.0,37750.9
atico,clearing,0,0,0,546.8,1387.5
atikaki,clearing,0,2,3,0.0,24780.1
atikokiwam,clearing,0,1,2,0.0,5564.0
atikonak,clearing,0,1,2,0.0,1476.9
atikuan,clearing,0,1,2,0.0,1117.2
atikum,clearing,0,5,6,0.0,19615.7
atikwa,clearing,0,2,3,0.0,12391.6
atinggola,clearing,0,6,7,215.4,18794.5
atishchevo,clearing,2,2,3,4523.0,14338.6
atitlan,clearing,1,7,8,3226.4,30454.1
atitlan_guatemala,clearing,3,7,8,6984.6,34171.2
atiya,clearing,5,7,8,20559.3,77559.4
atkarsk,clearing,0,2,3,0.0,9364.6
atnatuu,clearing,0,0,0,0.0,1043.3
atocpan,clearing,0,3,4,201.4,12665.9
atoj_wasin,clearing,0,6,7,0.0,17684.7
atpazari,clearing,2,7,8,8242.4,12360.0
