location_tag,is_ownable,region,macro_region,natural_target_people,starting_target_people,maximum_target_people,attribute_flat_people,attribute_maximum_info_people,development,starting_model_people,maximum_model_people,start_exceeds_attribute_maximum
ahwendoe,True,canada_region,north_america,27561.4,27561.4,99428.4,19200.0,61400.0,0.0,19200.0,80500.0,False
ai_ais,True,southern_africa_region,southern_africa,11048.9,11048.9,11048.9,8000.0,7300.0,0.0,8000.0,24700.0,True
aichi,True,japan_region,east_asia,19723.3,133716.5,388966.6,25400.0,153100.0,55.9,142700.0,312800.0,False
aignay,True,france_region,western_europe,36856.3,172400.0,199570.2,32800.0,136500.0,63.2,124300.0,127800.0,True
aigun,True,manchuria_region,east_asia,34437.8,34446.8,112800.4,24400.0,90600.0,11.5,24400.0,168800.0,False
aikana,True,brazil_region,south_america,31861.9,31863.0,91785.5,29100.0,95100.0,0.0,29100.0,197800.0,False
aikhal,True,west_siberia_region,north_asia,478.4,478.4,478.4,2100.0,5700.0,0.0,2100.0,31300.0,False
aikou,True,japan_region,east_asia,29473.2,47717.1,251059.5,24600.0,135800.0,31.9,47600.0,205200.0,False
ailinglaplap_atoll,True,micronesia_region,pacific_islands,2610.9,2610.9,2610.9,9200.0,47800.0,0.0,9200.0,73700.0,False
aillik,True,canada_region,north_america,1317.3,1317.3,1737.3,1600.0,3600.0,0.0,1600.0,27800.0,False
ailuk_atoll,True,micronesia_region,pacific_islands,2610.9,2610.9,2610.9,8300.0,15900.0,0.0,8300.0,44500.0,False
aim_maia,True,east_siberia_region,north_asia,679.0,679.0,679.0,2100.0,5600.0,0.0,2100.0,31300.0,False
aim_mocoylek,True,chaco_region,south_america,20908.9,20933.0,103140.1,25500.0,138800.0,6.4,25500.0,218100.0,False
aimangala,True,deccan_region,south_asia,40852.0,64910.6,227670.0,39400.0,127600.0,26.8,63400.0,139500.0,False
aimchan,True,east_siberia_region,north_asia,826.6,826.6,826.6,600.0,2100.0,0.0,600.0,21200.0,False
aimi,True,japan_region,east_asia,26879.1,47061.7,255009.4,23400.0,128900.0,31.2,41200.0,274100.0,False
aimore,True,brazil_region,south_america,29709.3,29709.4,83193.0,28200.0,81100.0,0.0,28200.0,193900.0,False
ain_farah,True,nubia_region,east_africa,31797.8,32701.4,55113.6,16700.0,31400.0,8.1,16700.0,49100.0,True
ain_galaka,True,sahel_region,west_africa,3948.2,3948.2,3948.2,8900.0,16900.0,7.0,8900.0,27700.0,False
ain_madhi,True,maghreb_region,north_africa,15393.9,16571.6,19465.7,5700.0,11900.0,10.7,7100.0,17600.0,True
ain_salah,True,maghreb_region,north_africa,9547.3,9547.3,9547.3,7900.0,9200.0,9.0,7900.0,18400.0,True
ain_sefra,True,maghreb_region,north_africa,12108.4,12211.4,13158.8,7000.0,7000.0,11.1,7000.0,18900.0,True
ainsa,True,iberia_region,western_europe,28441.9,29087.6,76366.3,33100.0,75400.0,17.1,33100.0,89700.0,False
ainu_nik,True,west_coast_region,north_america,2299.0,2299.0,8717.1,8200.0,22500.0,0.0,8200.0,39900.0,False
air_hitam,True,indonesia_region,south_east_asia,33815.2,41170.5,229795.7,20800.0,83700.0,11.6,20800.0,248400.0,False
airag_nuur,True,mongolia_region,east_asia,10196.7,10196.8,10855.8,7500.0,9000.0,0.3,7500.0,29000.0,True
aire,True,france_region,western_europe,33723.1,106531.4,133648.0,32800.0,141200.0,71.3,105500.0,151300.0,False
ais,True,east_coast_region,north_america,62459.3,62568.7,227922.2,26800.0,162000.0,0.0,26800.0,382900.0,False
ait_benhaddou,True,maghreb_region,north_africa,17783.2,17797.4,31337.4,12100.0,25000.0,12.1,12100.0,32700.0,False
ait_daoud,True,maghreb_region,north_africa,28939.7,29020.1,66321.3,23800.0,48800.0,10.8,23800.0,55000.0,False
aita,True,japan_region,east_asia,30222.6,43741.3,281406.5,26100.0,139400.0,26.4,43900.0,227400.0,False
aitbulat,True,khorasan_region,central_asia,10157.5,10157.5,10305.6,5100.0,11800.0,9.7,5100.0,28800.0,False
aitutaki_atoll,True,polynesia_region,pacific_islands,1047.8,1047.8,1047.8,9200.0,48300.0,0.0,9200.0,73700.0,False
aiud,True,carpathia_region,eastern_europe,26768.6,41950.0,115654.7,28400.0,112100.0,27.1,42000.0,118500.0,False
aivitok,True,canada_region,north_america,2039.2,2039.2,5877.7,1600.0,3600.0,0.0,1600.0,27800.0,False
aiwanj,True,khorasan_region,central_asia,29872.0,36940.1,74553.0,14300.0,35400.0,17.3,18400.0,45700.0,True
aix_en_provence,True,france_region,western_europe,55176.1,79460.6,126739.8,29800.0,88700.0,55.8,51100.0,100800.0,False
aixe,True,france_region,western_europe,34565.3,102275.4,139604.8,32800.0,141200.0,60.8,97800.0,130900.0,False
aizkraukle,True,baltic_region,eastern_europe,26918.5,35291.2,95144.8,25600.0,91700.0,23.1,34700.0,101300.0,False
ajaccio,True,italy_region,western_europe,35065.9,39247.0,72531.1,25000.0,65500.0,25.5,25000.0,76800.0,False
ajanas,True,indonesia_region,south_east_asia,31915.4,32072.2,202196.3,22300.0,74400.0,10.0,22300.0,169900.0,False
ajara,True,deccan_region,south_asia,41619.6,49833.2,160052.7,31400.0,58400.0,20.7,39100.0,137300.0,False
ajase,True,guinea_region,west_africa,28862.7,56089.5,79535.5,27700.0,103400.0,30.9,51700.0,233400.0,False
ajawewesitagun,True,great_plains_region,north_america,47268.5,47291.3,162597.1,28200.0,124200.0,6.0,28200.0,120100.0,False
ajayameru,True,hindustan_region,south_asia,21431.7,21481.8,64558.5,16200.0,82600.0,27.6,16200.0,81600.0,False
ajdabiya,True,egypt_region,north_africa,11288.6,11288.6,11288.6,7900.0,9200.0,14.1,7900.0,27400.0,True
ajehuac_yana,True,aridoamerica_region,north_america,51671.3,51754.9,124856.7,28700.0,105500.0,10.2,28700.0,220300.0,False
ajie,True,melanesia_region,pacific_islands,27925.1,29208.7,118804.2,29100.0,127700.0,0.0,29100.0,207900.0,False
ajim,True,maghreb_region,north_africa,14072.6,16387.9,17300.6,14700.0,29800.0,29.0,14700.0,33000.0,False
ajmer,True,western_india_region,south_asia,30559.3,52946.0,77326.0,21900.0,50400.0,33.2,39500.0,56500.0,True
aju,True,korea_region,east_asia,16787.2,123977.1,308796.8,30200.0,130700.0,53.9,68900.0,142100.0,False
ajuchitlan,True,mesoamerica_region,north_america,46622.0,52784.1,213980.5,36800.0,91000.0,11.8,44500.0,107400.0,False
aka,True,japan_region,east_asia,35774.7,37548.9,272430.8,24600.0,135900.0,22.6,24600.0,220800.0,False
akamba,True,west_coast_region,north_america,2258.6,2258.6,4190.5,8500.0,10500.0,0.0,8500.0,28000.0,False
akan_loc,True,japan_region,east_asia,25484.8,26203.5,97718.1,23500.0,77500.0,0.5,24200.0,92100.0,False
akana,True,brazil_region,south_america,28334.5,28335.7,90863.6,30700.0,96700.0,0.0,30700.0,186800.0,False
akaray,True,chaco_region,south_america,40373.8,40373.8,95480.9,35700.0,136600.0,4.2,35700.0,138600.0,False
akaroa,True,new_zealand_region,australasia,17480.7,17480.7,133615.9,23900.0,74400.0,0.8,23900.0,80500.0,False
akashi,True,japan_region,east_asia,20601.0,96042.1,445266.8,28500.0,172100.0,44.8,107700.0,307700.0,False
akbarpur,True,hindustan_region,south_asia,16295.8,81797.2,230137.0,24700.0,154500.0,52.1,78400.0,253900.0,False
akcasehir,True,anatolia_region,middle_east,25398.7,93000.2,119656.5,32800.0,141200.0,60.6,98600.0,136500.0,False
akdagmadeni,True,anatolia_region,middle_east,45886.2,47751.9,94468.5,18600.0,54200.0,18.9,18600.0,60500.0,False
akei,True,melanesia_region,pacific_islands,23035.4,23035.8,92290.1,23100.0,89300.0,0.0,23100.0,200900.0,False
akhalkalaki,True,caucasus_region,eastern_europe,34638.7,52905.6,89435.9,23900.0,77200.0,45.1,45200.0,101800.0,False
akhaltsikhe,True,caucasus_region,eastern_europe,22228.1,22403.6,78261.5,21800.0,72000.0,16.3,21800.0,82600.0,False
akhisar,True,anatolia_region,middle_east,35883.3,47993.3,90544.5,28800.0,68400.0,29.1,37200.0,71400.0,False
akhmim,True,egypt_region,north_africa,6277.5,20056.5,33644.8,9900.0,37500.0,47.3,16700.0,61300.0,False
akhsikath,True,khorasan_region,central_asia,26972.1,29398.7,70225.7,21300.0,51600.0,24.4,21300.0,65600.0,False
akhsisek,True,khorasan_region,central_asia,13750.0,13953.4,29991.8,13300.0,33900.0,13.0,13300.0,42700.0,False
akhtar,True,steppes_region,eastern_europe,22502.2,23718.3,86793.1,23600.0,98800.0,6.5,23600.0,109000.0,False
aki,True,japan_region,east_asia,33665.3,39285.6,246641.4,19600.0,103100.0,27.4,19600.0,181400.0,False
aki_shikoku,True,japan_region,east_asia,31391.3,32446.3,180005.4,21900.0,120200.0,22.5,21900.0,122400.0,False
akilasiewakik,True,canada_region,north_america,3781.3,3781.3,18583.1,3100.0,14600.0,0.0,3100.0,35200.0,False
akilonda,True,great_lakes_region,east_africa,29628.1,30385.1,100591.5,30500.0,96400.0,0.9,30500.0,230000.0,False
akimel_oodham,True,aridoamerica_region,north_america,8842.3,10118.5,15270.8,15300.0,29900.0,1.0,16700.0,46600.0,False
akimiski,True,canada_region,north_america,1594.8,1594.8,3930.4,2300.0,13100.0,0.0,2300.0,34400.0,False
akinka_nup,True,west_coast_region,north_america,2050.9,2050.9,3781.6,0.0,400.0,0.0,0.0,24000.0,True
akinkumasnuqit,True,west_coast_region,north_america,3371.1,3371.1,19263.0,10300.0,27700.0,0.0,10300.0,47200.0,False
akishma,True,manchuria_region,east_asia,1250.7,1250.7,1412.6,800.0,2100.0,14.2,800.0,24800.0,False
akisq_nuk,True,west_coast_region,north_america,2199.7,2199.7,6904.8,0.0,400.0,0.0,0.0,24000.0,True
akita,True,japan_region,east_asia,28313.6,69516.3,333057.6,29300.0,115500.0,33.9,44400.0,130700.0,False
akita_kumamoto,True,japan_region,east_asia,26630.4,59685.7,275454.8,20700.0,131300.0,32.4,43700.0,249700.0,False
akjoujt,True,sahel_region,west_africa,7210.8,7210.8,7210.8,8900.0,10700.0,7.0,8900.0,19400.0,False
akkajaur,True,scandinavian_region,western_europe,10641.6,10684.2,47599.7,9700.0,27600.0,8.1,9700.0,41400.0,False
akkala,True,scandinavian_region,western_europe,6126.8,6126.8,23523.0,800.0,400.0,0.0,800.0,29200.0,True
akkesene,True,khorasan_region,central_asia,9983.4,9984.7,10690.4,5100.0,11800.0,15.8,5100.0,28800.0,False
akkeshi,True,japan_region,east_asia,29889.8,33681.0,107045.2,23500.0,72800.0,3.4,24200.0,90600.0,False
akkol,True,west_siberia_region,north_asia,16296.2,16645.4,52998.4,23300.0,77100.0,2.2,23300.0,87600.0,False
akkus,True,anatolia_region,middle_east,22641.8,55814.3,101115.1,27000.0,94600.0,35.5,55300.0,112800.0,False
aklan,True,indonesia_region,south_east_asia,30751.5,34902.1,214832.7,22500.0,87600.0,9.4,22500.0,111800.0,False
aklaviq,True,alaska_region,north_america,1039.0,1039.0,1039.0,2300.0,13100.0,0.0,2300.0,34400.0,False
aklera,True,western_india_region,south_asia,26830.3,68421.5,94063.7,17300.0,84800.0,58.3,58100.0,151300.0,False
aknuq_uk,True,west_coast_region,north_america,1672.9,1672.9,1744.1,2000.0,1500.0,0.0,2000.0,9700.0,True
akokpaq,True,alaska_region,north_america,3928.4,3928.4,20184.0,9200.0,22600.0,0.0,9200.0,45300.0,False
akola,True,central_india_region,south_asia,36287.9,71804.6,172193.9,27500.0,69100.0,38.7,63200.0,99100.0,True
akonolinga,True,central_africa_region,central_africa,27694.6,30648.4,80310.2,30300.0,90400.0,0.0,30300.0,109300.0,False
akora,True,hindustan_region,south_asia,37105.4,39573.8,85706.2,31000.0,86500.0,24.5,31700.0,92800.0,False
akou,True,japan_region,east_asia,28833.2,48192.2,331846.6,24600.0,135900.0,26.9,42400.0,223000.0,False
akre,True,crescent_region,middle_east,32040.7,34756.6,80349.7,20800.0,50700.0,23.0,21500.0,53900.0,False
akropong,True,guinea_region,west_africa,32776.6,44033.8,74730.3,37600.0,91000.0,15.8,43500.0,237900.0,False
aksaray,True,anatolia_region,middle_east,36858.8,47554.6,73639.3,13300.0,40100.0,30.2,22400.0,45500.0,True
aksay,True,steppes_region,eastern_europe,15826.3,15835.9,45418.8,18200.0,59400.0,7.0,18200.0,69600.0,False
aksay_pointic,True,steppes_region,eastern_europe,15355.6,15576.8,44569.0,18200.0,59400.0,7.7,18200.0,69600.0,False
aksehir,True,anatolia_region,middle_east,27605.5,49054.0,83667.3,20800.0,61000.0,29.1,42100.0,62400.0,False
aksu,True,xinjiang_region,east_asia,9275.3,15019.2,18012.6,7500.0,9000.0,27.6,10900.0,18600.0,True
aksumbe,True,khorasan_region,central_asia,9751.3,9751.3,10306.0,6900.0,8900.0,12.1,6900.0,23200.0,True
aktas_kystagy,True,khorasan_region,central_asia,11169.9,12609.5,18438.7,6900.0,8900.0,16.8,8300.0,21200.0,True
akto,True,xinjiang_region,east_asia,8740.2,8740.2,8750.5,1000.0,0.0,10.0,1000.0,8700.0,True
akure,True,guinea_region,west_africa,24562.8,30823.0,80908.5,27000.0,81100.0,7.1,32200.0,190500.0,False
akureyri,True,north_atlantic_islands_region,western_europe,10003.2,10003.2,10003.2,2000.0,1500.0,0.0,2000.0,9700.0,True
akuugun,True,alaska_region,north_america,2214.6,2214.6,2214.6,3500.0,6600.0,0.0,3500.0,16800.0,False
akwaala,True,aridoamerica_region,north_america,7457.1,9603.2,15325.3,23800.0,48800.0,2.7,27200.0,58400.0,False
akwatia,True,guinea_region,west_africa,25553.6,37007.3,79261.1,29100.0,95100.0,8.7,42000.0,194400.0,False
akwe,True,brazil_region,south_america,41849.9,41850.2,85495.7,36200.0,77400.0,0.0,36200.0,102300.0,False
akwen,True,brazil_region,south_america,44522.1,44525.6,84984.4,38900.0,96200.0,0.0,38900.0,205100.0,False
akyab,True,indochina_region,south_east_asia,23381.1,47508.1,335040.0,23200.0,77800.0,24.9,41000.0,191500.0,False
akyazi,True,anatolia_region,middle_east,26445.7,42771.3,104291.6,31400.0,117900.0,32.1,47500.0,120800.0,False
al_abala,True,arabia_region,middle_east,9718.6,10627.2,11359.5,9900.0,15700.0,11.7,11300.0,27200.0,False
al_abwa,True,arabia_region,middle_east,9685.0,9685.0,9685.0,7900.0,9200.0,5.9,7900.0,18400.0,True
al_aflaj,True,arabia_region,middle_east,10429.2,10429.2,10429.2,7900.0,9200.0,10.6,7900.0,18400.0,True
al_ahmar,True,arabia_region,middle_east,10532.8,10532.8,10532.8,7400.0,5600.0,0.7,7400.0,19300.0,True
al_ahsa,True,arabia_region,middle_east,10873.4,10873.4,10873.4,8900.0,10700.0,21.4,8900.0,19400.0,True
al_ais,True,arabia_region,middle_east,10839.6,10839.6,10839.6,8500.0,9300.0,5.5,8500.0,19000.0,True
al_ajfar,True,arabia_region,middle_east,11396.8,11396.8,11396.8,8500.0,9300.0,7.3,8500.0,33200.0,True
al_amlah,True,arabia_region,middle_east,10374.4,10374.4,10374.4,9900.0,15700.0,12.3,9900.0,27200.0,False
al_amwah,True,arabia_region,middle_east,11034.6,11034.6,11034.6,10900.0,17200.0,18.2,10900.0,28200.0,False
al_anbar,True,crescent_region,middle_east,9656.2,13129.3,16399.9,7900.0,9200.0,24.9,11300.0,22400.0,True
al_arah,True,arabia_region,middle_east,10638.0,11037.2,11386.9,8900.0,10700.0,33.2,8900.0,28400.0,True
al_ayn,True,arabia_region,middle_east,9890.7,9890.7,9890.7,7900.0,9200.0,5.3,7900.0,18400.0,True
al_ayn_khaybar,True,arabia_region,middle_east,10985.8,10985.8,10985.8,8500.0,9300.0,9.5,8500.0,19000.0,True
al_aythamah,True,arabia_region,middle_east,10610.4,10610.4,10610.4,9500.0,10800.0,19.9,9500.0,20000.0,False
al_azlam,True,arabia_region,middle_east,11428.0,11428.0,11428.0,8900.0,10700.0,8.9,8900.0,28400.0,True
al_bab,True,crescent_region,middle_east,30560.0,51276.5,66486.0,13300.0,33900.0,37.3,36000.0,53100.0,True
al_bad,True,arabia_region,middle_east,10891.2,10891.2,10891.2,7400.0,5600.0,1.5,7400.0,19300.0,True
al_baharah,True,arabia_region,middle_east,10512.9,10512.9,10512.9,9500.0,10800.0,3.0,9500.0,20000.0,False
al_bayda,True,egypt_region,north_africa,34503.9,37560.3,70978.3,22800.0,47300.0,20.5,22800.0,54000.0,False
al_bayda_yemen,True,arabia_region,middle_east,10804.0,12754.7,15867.6,9500.0,10800.0,29.8,9500.0,34200.0,True
al_bidda,True,arabia_region,middle_east,10362.9,10362.9,10362.9,8900.0,10700.0,4.0,8900.0,28400.0,False
al_bijadiyah,True,arabia_region,middle_east,10960.5,10960.5,10960.5,9500.0,10800.0,6.8,9500.0,20000.0,True
al_bleiteh,True,arabia_region,middle_east,11435.2,11435.2,11435.2,8500.0,9300.0,3.8,8500.0,19000.0,True
al_burud,True,arabia_region,middle_east,11366.5,11366.5,11366.5,8500.0,9300.0,23.9,8500.0,33200.0,True
al_dhaid,True,arabia_region,middle_east,9579.9,9579.9,9579.9,7900.0,9200.0,7.4,7900.0,36400.0,True
al_farah_ula,True,arabia_region,middle_east,11330.8,11330.8,11330.8,7000.0,5800.0,2.6,7000.0,18900.0,True
al_fuqarah,True,arabia_region,middle_east,11142.4,11142.4,11142.4,9500.0,10800.0,16.9,9500.0,20000.0,True
al_furaish,True,arabia_region,middle_east,9779.3,9779.3,9779.3,8000.0,7300.0,4.0,8000.0,19900.0,True
al_ghat,True,arabia_region,middle_east,11403.2,11403.2,11403.2,9500.0,10800.0,33.9,9500.0,41900.0,True
al_ghazalah,True,arabia_region,middle_east,9515.3,9515.3,9515.3,9500.0,10800.0,2.7,9500.0,34200.0,False
al_ghrabah,True,arabia_region,middle_east,10102.9,10102.9,10102.9,9500.0,10800.0,8.7,9500.0,20000.0,False
al_ghulayfiqah,True,arabia_region,middle_east,10890.5,15872.7,27135.6,9900.0,37500.0,19.5,9900.0,56500.0,False
al_haddar,True,arabia_region,middle_east,10391.8,10391.8,10391.8,7900.0,9200.0,24.8,7900.0,18400.0,True
al_hadhah,True,arabia_region,middle_east,8990.8,8990.8,8990.8,8500.0,9300.0,5.7,8500.0,19000.0,False
al_hajr,True,arabia_region,middle_east,11192.6,11192.6,11192.6,9900.0,15700.0,21.3,9900.0,27200.0,False
al_hamad,True,arabia_region,middle_east,11403.3,11403.3,11403.3,8500.0,9300.0,7.4,8500.0,33200.0,True
al_haqu,True,arabia_region,middle_east,10180.0,10182.6,11910.7,8000.0,7300.0,9.4,8000.0,19900.0,True
al_harjah,True,arabia_region,middle_east,8405.3,8777.2,9663.0,7000.0,5800.0,8.1,7000.0,18900.0,True
al_harrah,True,arabia_region,middle_east,11402.0,11403.4,11433.3,7900.0,9200.0,6.8,7900.0,18400.0,True
al_hawra,True,arabia_region,middle_east,11165.8,11165.8,11165.8,7900.0,9200.0,7.1,7900.0,27400.0,True
al_hegrieah,True,arabia_region,middle_east,9057.4,9057.4,9057.4,9900.0,15700.0,15.1,9900.0,27200.0,False
al_hinakiyah,True,arabia_region,middle_east,9703.4,9703.4,9703.4,8500.0,9300.0,13.8,8500.0,19000.0,True
al_hirda,True,arabia_region,middle_east,9911.6,9915.0,12605.2,8900.0,10700.0,9.2,8900.0,28400.0,False
al_hisu,True,arabia_region,middle_east,10410.6,10410.6,10410.6,9500.0,10800.0,3.7,9500.0,20000.0,False
al_hufayr,True,arabia_region,middle_east,11103.1,11103.1,11103.1,9500.0,10800.0,3.7,9500.0,20000.0,True
al_hufayrah,True,arabia_region,middle_east,10112.6,10112.6,10112.6,9500.0,10800.0,13.1,9500.0,20000.0,False
al_hunayy,True,arabia_region,middle_east,10882.1,10882.1,10882.1,7900.0,9200.0,14.0,7900.0,18400.0,True
al_husayniyah,True,arabia_region,middle_east,10821.1,10821.1,10821.1,10900.0,17200.0,7.8,10900.0,28200.0,False
al_huwaila,True,arabia_region,middle_east,10806.4,10806.4,10806.4,7900.0,9200.0,4.0,7900.0,27400.0,True
al_huwayyit,True,arabia_region,middle_east,10780.5,10780.5,10780.5,9900.0,15700.0,4.2,9900.0,27200.0,False
al_jar,True,arabia_region,middle_east,9912.4,9912.4,9912.4,8900.0,10700.0,7.5,8900.0,28400.0,False
al_jawf,True,maghreb_region,north_africa,5.3,5.3,5.3,7900.0,9200.0,9.0,7900.0,18400.0,False
al_jeblien,True,nubia_region,east_africa,4238.2,4702.3,5282.4,7900.0,9200.0,12.1,7900.0,18400.0,False
al_jubayl,True,arabia_region,middle_east,10793.8,10793.8,10793.8,7900.0,9200.0,16.0,7900.0,27400.0,True
al_juhfah,True,arabia_region,middle_east,10025.6,10025.6,10025.6,8900.0,10700.0,9.6,8900.0,28400.0,False
al_jumum,True,arabia_region,middle_east,9787.8,9787.8,9787.8,9900.0,15700.0,10.9,9900.0,27200.0,False
al_kadwa,True,maghreb_region,north_africa,25352.1,30018.6,43485.5,13700.0,28300.0,36.1,15100.0,49000.0,True
al_kamil_wal_wafi,True,arabia_region,middle_east,8099.8,10676.7,11572.0,8900.0,10700.0,11.7,11700.0,19400.0,False
al_khaburah,True,arabia_region,middle_east,8097.6,8351.3,8386.4,10900.0,17200.0,13.0,10900.0,30400.0,False
al_khadra,True,swahili_coast_region,east_africa,2914.7,2914.7,2914.7,18700.0,16900.0,3.0,18700.0,47200.0,False
al_khadra_ALG,True,maghreb_region,north_africa,35834.1,37137.3,83834.2,31800.0,85300.0,16.9,31800.0,87300.0,False
al_khanbarah,True,arabia_region,middle_east,11424.3,11424.3,11424.3,8500.0,9300.0,14.3,8500.0,33200.0,True
al_kharabah,True,arabia_region,middle_east,9281.2,9281.2,9281.2,8500.0,9300.0,9.9,8500.0,19000.0,False
al_khosuf,True,arabia_region,middle_east,10647.3,10736.1,17438.5,17100.0,32800.0,12.5,17100.0,44300.0,False
al_khuimat,True,egypt_region,north_africa,16097.7,17898.3,24786.3,13700.0,28300.0,15.4,15100.0,26400.0,False
al_khums,True,maghreb_region,north_africa,32680.4,35865.5,57905.9,13700.0,28300.0,39.2,13700.0,53200.0,True
