location_tag,climate,topography,vegetation,soil_type,fertility,river_level,is_coastal,is_adjacent_to_lake,province,super_region,calibrated_lon,calibrated_lat
aillik,subarctic,hills,coniferous_forest,sand,very_low,1,True,False,nunatsiavut_province,america,-58.99720417486117,54.78895376982358
ailuk_atoll,savanna,atoll,jungle,loam,very_low,0,True,False,ratak_province,oceania,169.8993782751337,10.30585399933506
aim_maia,subarctic,plateau,coniferous_forest,loam,very_low,5,False,False,ayan_mai_province,asia,133.79305777175045,58.69132104144604
aim_mocoylek,subtropical,flatland,grasslands,loam,very_high,1,False,False,chipion_province,america,-61.371053806244646,-33.3677366741068
aimangala,hot_steppe,valleys,dry_forest,loam,very_high,0,False,False,chitradurga_province,asia,76.33189590818739,13.965085263922964
aimchan,subarctic,hills,coniferous_forest,loam,very_low,0,False,False,okam_province,asia,136.9582563221669,57.13604733777687
aimi,subtropical,flatland,forest,loam,high,0,True,True,houki_province,asia,133.44581796841663,35.45201057701587
aimore,savanna,flatland,jungle,clay,high,1,True,False,aimore_province,america,-40.2901536932516,-18.66341834390308
ain_farah,arid,plateau,grasslands,stony,low,0,False,False,north_darfur_province,africa,23.833456623151392,14.357567676687232
ain_galaka,arid,floodplains,desert,sand,very_low,0,False,False,tibesti_province,africa,18.59857503553775,18.01680036886259
ain_madhi,cold_steppe,plateau,desert,loam,very_low,0,False,False,laghouat_province,africa,2.2183190988872923,33.8519650088305
ain_salah,arid,flatland,desert,stony,very_low,0,False,False,gourara_province,africa,1.5951006460618373,26.94239236887085
ain_sefra,cold_arid,hills,desert,sand,very_low,0,False,False,ksour_province,africa,-0.7464315546397131,32.680539438854446
ainsa,oceanic,mountains,savanna,loam,moderate,0,False,False,barbastro_province,europe,0.014914336838188547,42.4866830341875
ainu_nik,subarctic,mountains,coniferous_forest,loam,low,1,False,False,north_ktunaxa_province,america,-116.33529797664701,50.97257658675939
air_hitam,tropical,wetlands,swamp,peat,low,0,True,False,lamandau_province,asia,110.58484668217847,-2.6539762082787934
airag_nuur,cold_arid,plateau,scrubland,loam,very_low,1,False,True,khyargas_province,asia,93.33455766766599,48.87823561469274
aire,oceanic,flatland,farmland,loam,very_high,1,False,False,tursan_province,europe,-0.3488124863563655,43.769002907269275
ais,subtropical,wetlands,marsh,sand,very_high,1,True,True,mayaimi_province,america,-80.62370194663984,27.34754733090979
ait_benhaddou,mediterranean,mountains,scrubland,sand,very_low,0,False,False,hascora_province,africa,-7.324258522820912,31.04801897964747
ait_daoud,mediterranean,hills,thicket,sand,low,0,True,False,haha_province,africa,-9.473955666025432,30.839633852042386
aita,subtropical,plateau,mixed_forest,loam,very_high,0,False,False,mimasaka_province,asia,134.20817711769348,35.110818059704044
aitbulat,cold_steppe,flatland,grasslands,stony,very_low,1,False,False,sarysu_province,asia,67.29269772513857,46.267678450322705
aitutaki_atoll,tropical,atoll,mixed_forest,stony,very_low,0,True,False,kuki_airani_province,oceania,-159.6506705157717,-18.85947743041402
aiud,continental,hills,forest,loam,very_high,1,False,False,feher_province,europe,23.558034816238404,46.33981287980542
aivitok,subarctic,hills,coniferous_forest,sand,very_low,0,True,True,aivitok_province,america,-58.17280163790386,54.01955244881739
aiwanj,cold_steppe,flatland,scrubland,sand,low,5,False,False,hissar_province,asia,67.91365873893409,37.37368759158174
aix_en_provence,mediterranean,flatland,grasslands,loam,high,2,True,True,aquisextain_province,europe,5.416258029074754,43.58837614102543
aixe,oceanic,flatland,farmland,stony,very_high,0,False,False,limousin_province,europe,1.3342939209240399,45.733291932178055
aizkraukle,continental,flatland,swamp,sand,moderate,3,False,False,selonia_province,europe,25.059389935889214,56.443350973452574
ajaccio,mediterranean,hills,mixed_forest,loam,moderate,0,True,False,pumonte_province,europe,8.944635597335008,41.97394995412504
ajanas,tropical_monsoon,hills,jungle,loam,moderate,2,False,False,upper_cagayan_province,asia,121.10194190825479,16.440747947541514
ajara,savanna,hills,savanna,loam,moderate,1,False,False,malnad,asia,74.18955134867474,16.26571705883537
ajase,savanna,wetlands,farmland,loam,high,2,True,False,fon_province,africa,2.7264453140828095,6.758406875061412
ajawewesitagun,continental,flatland,marsh,loam,high,0,False,False,pikwedina_province,america,-95.7672814600243,46.824656522812916
ajayameru,subtropical_monsoon,mountains,mixed_forest,loam,moderate,2,False,False,lower_ghaghara_province,asia,80.59016003307914,29.561117916462667
ajdabiya,arid,flatland,desert,loam,very_low,0,True,False,barca_province,africa,20.248317520361866,30.66814343193837
ajehuac_yana,subtropical,flatland,savanna,loam,moderate,1,False,False,tickanwatic_province,america,-97.89511506429733,30.157534528050448
ajie,tropical,hills,forest,loam,very_high,0,True,False,kanaky_province,oceania,165.41702942556947,-21.324791563976593
ajim,hot_steppe,flatland,desert,sand,very_low,0,True,False,djafara_province,africa,10.923751249053964,33.810170249951966
ajmer,hot_steppe,flatland,scrubland,loam,low,0,False,False,dhundhar,asia,74.79753826016747,26.228024910218316
aju,continental,valleys,marsh,loam,high,0,True,False,hongju_province,asia,126.80738661425914,36.86597463746964
ajuchitlan,savanna,mountains,savanna,stony,very_high,3,False,False,tepecoacuilco_province,america,-100.72263049234658,17.976943183558607
aka,subtropical,hills,mixed_forest,loam,very_high,0,False,False,bicchuu_province,asia,133.41141192982843,35.03971478235225
akamba,cold_arid,plateau,scrubland,sand,very_low,0,False,False,nye_province,america,-117.36301070034656,38.48902031467252
akan_loc,continental,flatland,coniferous_forest,silt,moderate,0,False,False,kushiro_province,asia,144.1672379317274,43.34133191663212
akana,savanna,plateau,jungle,sand,very_high,1,False,False,ji_parana_province,america,-60.105989787034076,-12.507830147397568
akaray,subtropical,rolling,savanna,sand,very_high,5,False,False,paraguay_province,america,-55.60006612806288,-25.303045541180694
akaroa,oceanic,mountains,grasslands,loam,moderate,0,True,False,waitaha_province,oceania,172.78158324466483,-43.86849965069234
akashi,subtropical,valleys,marsh,loam,very_high,0,True,False,harima_province,asia,134.92577837968918,34.79129892936208
akbarpur,subtropical_monsoon,floodplains,marsh,loam,very_high,4,False,False,awadh_province,asia,82.53885827333806,26.336377393600717
akcasehir,oceanic,flatland,farmland,loam,very_high,2,True,False,bolu_province,asia,31.21042230732749,41.105429337592845
akdagmadeni,dry_summer_continental,hills,grasslands,stony,low,0,False,False,tokat_province,asia,35.747571142921004,39.86651646971436
akei,tropical,hills,jungle,loam,moderate,0,True,False,valpei_province,oceania,166.8127431822519,-15.47987615538896
akhalkalaki,continental,plateau,grasslands,loam,moderate,1,False,False,samtskhe_province,europe,43.49887579983104,41.476689412164546
akhaltsikhe,continental,mountains,grasslands,loam,moderate,1,False,False,samtskhe_province,europe,43.057674961629345,41.72549628346557
akhisar,mediterranean,flatland,thicket,loam,moderate,0,False,False,saruhan_province,asia,27.871161122254392,38.97435533810888
akhmim,arid,flatland,marsh,sand,very_low,4,False,False,asyut_province,africa,31.781102764787818,26.641768365171096
akhsikath,cold_steppe,flatland,thicket,loam,moderate,2,False,False,akhsikath_province,asia,71.24002942094444,41.10622132916787
akhsisek,cold_steppe,flatland,scrubland,loam,low,0,False,False,kelif_province,asia,65.80132901423741,38.0553526149583
akhtar,continental,wetlands,marsh,loam,moderate,0,True,False,akhtar_province,europe,38.28538007200038,45.93577136427025
aki,subtropical,hills,mixed_forest,sand,moderate,0,True,False,aki_province,asia,132.63152592211497,34.372735085529214
aki_shikoku,subtropical,mountains,mixed_forest,loam,high,0,True,False,tosa_province,asia,134.0358378796584,33.53289578652393
akilasiewakik,subarctic,wetlands,swamp,sand,very_low,1,True,False,akilasiewakik_province,america,-54.38887953479454,49.36522871721419
akilonda,savanna,hills,dry_forest,loam,high,3,False,True,lukuga_province,africa,28.583111445880093,-6.015035103063208
akimel_oodham,hot_steppe,plateau,scrubland,sand,very_low,0,False,False,akimel_oodham_province,america,-111.12293164773277,32.771221820543204
akimiski,subarctic,wetlands,swamp,silt,very_low,0,True,False,akimiski_province,america,-81.25715453882486,53.00019950802433
akinka_nup,subarctic,mountains,coniferous_forest,stony,very_low,5,False,False,north_ktunaxa_province,america,-116.64625084943111,49.73324846424822
akinkumasnuqit,subarctic,plateau,coniferous_forest,loam,low,5,False,False,south_ktunaxa_province,america,-115.03044183635856,49.05146961280298
akishma,subarctic,hills,coniferous_forest,silt,very_low,5,False,False,upper_bureya_province,asia,133.35407308288347,52.30601613956954
akisq_nuk,subarctic,mountains,coniferous_forest,stony,very_low,1,False,False,south_ktunaxa_province,america,-115.67938133535478,50.42006658693626
akita,continental,flatland,forest,loam,very_high,0,True,False,ugo_province,asia,140.0272242218149,39.93008156437627
akita_kumamoto,subtropical,flatland,marsh,silt,moderate,0,True,False,higo_province,asia,130.63902305369209,32.76574006287022
akjoujt,arid,flatland,desert,sand,very_low,0,False,False,arguin_province,africa,-14.56763764595118,19.475175034247858
akkajaur,subarctic,flatland,coniferous_forest,stony,low,1,False,False,pite_lappmark_province,europe,19.378666534680264,65.11169414006359
akkala,subarctic,wetlands,coniferous_forest,stony,very_low,1,False,True,western_kola_province,europe,31.474673541483753,66.90627770973899
akkesene,cold_steppe,flatland,scrubland,stony,very_low,1,False,False,akkol_province,asia,70.35763025053353,43.92970882896581
akkeshi,continental,rolling,coniferous_forest,silt,moderate,0,True,False,kushiro_province,asia,144.89276465122322,43.19922411372044
akkol,continental,flatland,grasslands,loam,moderate,0,False,True,bayanaul_province,asia,71.591874008878,52.35891614081267
akkus,dry_summer_continental,mountains,forest,stony,high,2,False,False,canik_province,asia,36.83600878861043,40.854113439888536
aklan,tropical,mountains,jungle,loam,moderate,1,True,False,panay_province,asia,122.19070003164336,11.567091708344199
aklaviq,subarctic,wetlands,swamp,silt,very_low,5,False,False,lower_mackenzie_province,america,-134.19991975934187,67.28584430422438
aklera,subtropical_monsoon,hills,dry_forest,clay,low,1,False,False,hadoti,asia,76.77653284522899,24.45678183829717
aknuq_uk,arctic,mountains,tundra,sand,very_low,0,False,False,north_ktunaxa_province,america,-116.59396967064131,51.72476628317749
akokpaq,subarctic,wetlands,mixed_forest,silt,low,5,True,False,nushagagmiut_province,america,-157.1320294314909,59.32657892354379
akola,hot_steppe,flatland,dry_forest,clay,low,1,False,False,lower_vidarbha,asia,77.0786631521039,20.620534352513232
akonolinga,savanna,rolling,jungle,clay,very_high,1,False,False,sanaga_province,africa,12.385169887346308,3.8724089810448747
akora,hot_steppe,hills,scrubland,sand,high,0,False,False,karman_province,asia,71.1460664767265,33.161894231593294
akou,subtropical,hills,mixed_forest,loam,very_high,0,True,False,harima_province,asia,134.3993545537706,34.91977248521692
akre,mediterranean,flatland,scrubland,loam,low,1,False,False,garmian_province,asia,43.776550949767284,36.76745810230997
akropong,savanna,wetlands,savanna,loam,very_high,3,True,False,fante_province,africa,0.22484631427201407,6.006067118373588
aksaray,cold_steppe,floodplains,scrubland,loam,low,0,False,True,aksaray_province,asia,33.96191734451838,38.409012318507294
aksay,continental,flatland,grasslands,loam,low,3,False,False,beljamen_province,europe,43.624747989119356,48.11047503215901
aksay_pointic,continental,flatland,grasslands,loam,low,2,False,False,kalmyk_province,europe,53.14678875802855,50.977199973375846
aksehir,mediterranean,floodplains,forest,loam,low,0,False,True,beysehir_province,asia,31.603655712999114,38.466512332802765
aksu,cold_arid,plateau,desert,loam,very_low,2,False,False,aksu_province,asia,80.42450198075096,41.183009768788224
aksumbe,cold_arid,flatland,scrubland,loam,very_low,2,False,False,sozak_province,asia,67.45637953972894,44.750971985314756
aktas_kystagy,cold_arid,flatland,scrubland,stony,very_low,0,False,False,turkestan_province,asia,67.5554489721035,44.01360048925176
akto,arctic,mountains,sparse,loam,very_low,0,False,False,sarikol_province,asia,74.60473131682127,38.84011795833969
akure,savanna,flatland,jungle,loam,high,1,False,False,north_benin_province,africa,5.325926342237835,6.835881306609997
akureyri,arctic,mountains,sparse,sand,very_low,0,True,False,north_farthing,europe,-18.203335709463914,65.28318032816097
akuugun,arctic,flatland,tundra,sand,very_low,0,True,False,attu_province,america,-170.34158682254326,52.7661760541713
akwaala,mediterranean,hills,thicket,sand,low,0,True,True,cochimi_province,america,-116.03874145949192,31.846112159125102
akwatia,savanna,flatland,jungle,loam,very_high,0,False,False,asante_province,africa,-0.9034730802155195,6.3205427263515235
akwe,savanna,rolling,savanna,loam,high,5,False,False,upper_tocantins_province,america,-47.686052829779754,-9.517283747828955
akwen,savanna,plateau,savanna,stony,very_high,5,False,False,paracatu_province,america,-46.27552079938272,-16.370010861652357
akyab,tropical_monsoon,flatland,jungle,loam,moderate,2,True,False,northern_arakhan_province,asia,92.74889217575145,20.43266695087541
akyazi,oceanic,flatland,forest,loam,very_high,2,False,False,bolu_province,asia,30.75728040933228,40.76322674130371
al_abala,arid,valleys,desert,stony,very_low,0,False,False,ranyah_province,asia,42.02830544555337,20.496746972509253
al_abwa,arid,flatland,desert,stony,very_low,0,False,False,khulays_province,asia,39.31008468059872,23.333802585433215
al_aflaj,arid,flatland,desert,stony,very_low,0,False,False,laila_province,asia,46.85658569031605,22.540762257649906
al_ahmar,arid,mountains,desert,sand,very_low,0,False,False,yanbu_province,asia,38.3015235763188,24.771043591447427
al_ahsa,arid,flatland,desert,sand,very_low,0,False,False,al_ahsa_province,asia,49.70170906737562,25.283439686462614
al_ais,arid,plateau,desert,stony,very_low,0,False,False,umluj_province,asia,38.30429511449762,25.12940597994267
al_ajfar,arid,plateau,scrubland,loam,very_low,0,False,False,hail_province,asia,43.169331001659344,27.347265916138312
al_amlah,arid,valleys,desert,stony,very_low,0,False,False,ranyah_province,asia,42.43127767523504,21.08941098443557
al_amwah,arid,valleys,desert,sand,very_low,0,False,False,tathlith_province,asia,43.68649221193323,18.814871976080642
al_anbar,arid,flatland,desert,loam,very_low,3,False,True,samarra_province,asia,43.209707576445055,33.24438153068205
al_arah,arid,flatland,desert,sand,very_low,0,True,False,aden_province,asia,44.0611068755029,12.880227999078164
al_ayn,arid,flatland,desert,stony,very_low,0,False,False,julfar_province,asia,55.67588638896757,24.237028243042808
al_ayn_khaybar,arid,plateau,desert,stony,very_low,0,False,False,khaybar_province,asia,39.57658790522234,26.11435278228183
